Date,State,Death,Type
2022-05-05,Federal Capital Territory,0,Other Armed Actor
2022-05-18,Federal Capital Territory,4,Other Armed Actor
2022-05-31,Federal Capital Territory,1,Other Armed Actor
2022-06-04,Federal Capital Territory,1,Other Armed Actor
2012-01-04,Gombe,2,Other Armed Actor
2012-03-09,Gombe,1,Other Armed Actor
2012-05-11,Gombe,1,Other Armed Actor
2012-06-06,Gombe,1,Other Armed Actor
2012-06-17,Gombe,2,Other Armed Actor
2012-07-02,Gombe,2,Other Armed Actor
2012-10-08,Gombe,2,Other Armed Actor
2012-10-21,Gombe,0,Other Armed Actor
2013-01-11,Gombe,1,Other Armed Actor
2013-01-16,Gombe,1,Other Armed Actor
2013-02-01,Gombe,2,Other Armed Actor
2013-02-01,Gombe,2,Other Armed Actor
2013-02-09,Gombe,2,Other Armed Actor
2013-02-23,Gombe,5,Other Armed Actor
2013-02-23,Gombe,5,Other Armed Actor
2013-07-15,Gombe,2,Other Armed Actor
2016-07-18,Gombe,0,Other Armed Actor
2017-11-24,Gombe,2,Other Armed Actor
2019-03-02,Gombe,0,Other Armed Actor
2020-10-20,Gombe,0,Other Armed Actor
2021-02-19,Gombe,4,Other Armed Actor
2022-02-01,Gombe,0,Other Armed Actor
2022-05-04,Gombe,3,Other Armed Actor
2011-12-03,Imo,5,Other Armed Actor
2012-04-01,Imo,1,Other Armed Actor
2013-01-08,Imo,1,Other Armed Actor
2015-06-29,Imo,1,Other Armed Actor
2015-07-29,Imo,3,Other Armed Actor
2015-08-15,Imo,1,Other Armed Actor
2015-10-23,Imo,1,Other Armed Actor
2016-03-26,Imo,10,Other Armed Actor
2016-06-22,Imo,0,Other Armed Actor
2016-08-24,Imo,2,Other Armed Actor
2016-09-01,Imo,0,Other Armed Actor
2016-09-29,Imo,1,Other Armed Actor
2016-09-30,Imo,1,Other Armed Actor
2016-10-09,Imo,1,Other Armed Actor
2016-12-01,Imo,10,Other Armed Actor
2017-01-12,Imo,1,Other Armed Actor
2017-01-14,Imo,0,Other Armed Actor
2017-02-23,Imo,5,Other Armed Actor
2017-03-28,Imo,1,Other Armed Actor
2017-04-01,Imo,4,Other Armed Actor
2017-04-16,Imo,1,Other Armed Actor
2017-04-17,Imo,2,Other Armed Actor
2018-03-22,Imo,1,Other Armed Actor
2018-07-24,Imo,1,Other Armed Actor
2018-07-27,Imo,1,Other Armed Actor
2018-08-13,Imo,1,Other Armed Actor
2018-12-15,Imo,2,Other Armed Actor
2019-02-11,Imo,5,Other Armed Actor
2019-02-19,Imo,1,Other Armed Actor
2019-03-17,Imo,10,Other Armed Actor
2019-04-07,Imo,3,Other Armed Actor
2019-05-31,Imo,0,Other Armed Actor
2019-06-06,Imo,3,Other Armed Actor
2019-07-31,Imo,2,Other Armed Actor
2019-08-22,Imo,5,Other Armed Actor
2019-08-23,Imo,1,Other Armed Actor
2019-09-22,Imo,1,Other Armed Actor
2019-11-17,Imo,2,Other Armed Actor
2019-12-12,Imo,3,Other Armed Actor
2020-01-06,Imo,1,Other Armed Actor
2020-01-06,Imo,1,Other Armed Actor
2020-01-20,Imo,1,Other Armed Actor
2020-03-04,Imo,3,Other Armed Actor
2020-06-21,Imo,1,Other Armed Actor
2020-11-11,Imo,2,Other Armed Actor
2020-11-16,Imo,1,Other Armed Actor
2020-12-08,Imo,2,Other Armed Actor
2021-01-22,Imo,1,Other Armed Actor
2021-01-25,Imo,10,Other Armed Actor
2021-02-01,Imo,1,Other Armed Actor
2021-02-03,Imo,2,Other Armed Actor
2021-02-05,Imo,3,Other Armed Actor
2021-02-06,Imo,1,Other Armed Actor
2021-02-25,Imo,0,Other Armed Actor
2021-03-06,Imo,2,Other Armed Actor
2021-03-20,Imo,1,Other Armed Actor
2021-04-02,Imo,3,Other Armed Actor
2021-04-03,Imo,7,Other Armed Actor
2021-04-05,Imo,3,Other Armed Actor
2021-04-06,Imo,0,Other Armed Actor
2021-04-08,Imo,0,Other Armed Actor
2021-04-16,Imo,7,Other Armed Actor
2021-04-24,Imo,7,Other Armed Actor
2021-04-24,Imo,8,Other Armed Actor
2021-04-26,Imo,6,Other Armed Actor
2021-05-06,Imo,12,Other Armed Actor
2021-05-12,Imo,2,Other Armed Actor
2021-05-18,Imo,0,Other Armed Actor
2021-05-19,Imo,1,Other Armed Actor
2021-05-23,Imo,0,Other Armed Actor
2021-05-25,Imo,1,Other Armed Actor
2021-05-25,Imo,2,Other Armed Actor
2021-05-29,Imo,4,Other Armed Actor
2021-05-29,Imo,1,Other Armed Actor
2021-05-29,Imo,0,Other Armed Actor
2021-05-29,Imo,1,Other Armed Actor
2021-05-30,Imo,10,Other Armed Actor
2021-05-27,Imo,0,Other Armed Actor
2021-05-31,Imo,0,Other Armed Actor
2021-05-31,Imo,3,Other Armed Actor
2021-05-31,Imo,0,Other Armed Actor
2021-06-03,imo,7,Other Armed Actor
2021-06-06,Imo,5,Other Armed Actor
2021-06-06,Imo,0,Other Armed Actor
2021-06-11,Imo,1,Other Armed Actor
2021-06-16,Imo,2,Other Armed Actor
2021-06-20,Imo,1,Other Armed Actor
2021-06-25,imo,10,Other Armed Actor
2021-06-25,Imo,10,Other Armed Actor
2021-06-25,Imo,10,Other Armed Actor
2021-06-25,Imo,1,Other Armed Actor
2021-07-26,Imo,7,Other Armed Actor
2021-07-27,Imo,2,Other Armed Actor
2021-07-29,Imo,0,Other Armed Actor
2021-07-31,Imo,2,Other Armed Actor
2021-08-01,Imo,5,Other Armed Actor
2021-08-05,Imo,4,Other Armed Actor
2021-08-09,Imo,4,Other Armed Actor
2021-08-13,Imo,5,Other Armed Actor
2021-08-16,Imo,7,Other Armed Actor
2021-08-27,Imo,41,Other Armed Actor
2021-08-30,Imo,3,Other Armed Actor
2021-09-12,Imo,3,Other Armed Actor
2021-09-13,Imo,0,Other Armed Actor
2021-09-14,Imo,1,Other Armed Actor
2021-09-15,Imo,1,Other Armed Actor
2021-09-30,Imo,1,Other Armed Actor
2021-10-01,Imo,0,Other Armed Actor
2021-10-04,Imo,0,Other Armed Actor
2021-10-06,Imo,1,Other Armed Actor
2021-10-08,Imo,3,Other Armed Actor
2021-10-19,Imo,3,Other Armed Actor
2021-10-21,Imo,0,Other Armed Actor
2021-10-27,Imo,1,Other Armed Actor
2021-11-05,Imo,3,Other Armed Actor
2021-11-09,Imo,4,Other Armed Actor
2021-11-15,Imo,0,Other Armed Actor
2021-11-17,Imo,1,Other Armed Actor
2021-11-20,Imo,1,Other Armed Actor
2021-11-22,Imo,2,Other Armed Actor
2021-11-23,Imo,1,Other Armed Actor
2021-11-29,Imo,1,Other Armed Actor
2021-11-30,Imo,0,Other Armed Actor
2021-12-08,Imo,2,Other Armed Actor
2021-12-09,Imo,5,Other Armed Actor
2021-12-12,Imo,0,Other Armed Actor
2022-01-03,Imo,1,Other Armed Actor
2022-01-06,Imo,0,Other Armed Actor
2022-01-14,Imo,1,Other Armed Actor
2022-01-15,Imo,1,Other Armed Actor
2022-01-18,Imo,1,Other Armed Actor
2022-01-25,Imo,0,Other Armed Actor
2022-02-02,Imo,1,Other Armed Actor
2022-02-07,Imo,3,Other Armed Actor
2022-02-08,Imo,8,Other Armed Actor
2022-02-12,Imo,1,Other Armed Actor
2022-02-14,Imo,0,Other Armed Actor
2022-02-20,Imo,2,Other Armed Actor
2022-02-23,Imo,0,Other Armed Actor
2022-03-01,Imo,0,Other Armed Actor
2022-03-02,Imo,1,Other Armed Actor
2022-03-02,Imo,0,Other Armed Actor
2022-03-16,Imo,2,Other Armed Actor
2022-03-19,Imo,2,Other Armed Actor
2022-03-19,Imo,0,Other Armed Actor
2022-03-19,Imo,0,Other Armed Actor
2022-03-19,Imo,1,Other Armed Actor
2022-03-20,Imo,4,Other Armed Actor
2022-03-28,Imo,2,Other Armed Actor
2022-04-01,Imo,0,Other Armed Actor
2022-04-01,Imo,0,Other Armed Actor
2022-04-03,Imo,0,Other Armed Actor
2022-04-09,Imo,0,Other Armed Actor
2022-04-17,Imo,1,Other Armed Actor
2022-04-25,Imo,0,Other Armed Actor
2022-04-25,Imo,2,Other Armed Actor
2022-04-30,Imo,2,Other Armed Actor
2022-05-03,Imo,3,Other Armed Actor
2022-05-04,Imo,2,Other Armed Actor
2022-05-08,Imo,1,Other Armed Actor
2022-05-16,Imo,6,Other Armed Actor
2022-05-20,Imo,2,Other Armed Actor
2022-06-01,Imo,0,Other Armed Actor
2012-10-10,Jigawa,0,Other Armed Actor
2017-02-15,Jigawa,2,Other Armed Actor
2018-12-03,Jigawa,0,Other Armed Actor
2019-04-04,Jigawa,1,Other Armed Actor
2019-06-18,Jigawa,1,Other Armed Actor
2020-07-20,Jigawa,2,Other Armed Actor
2020-09-22,Jigawa,2,Other Armed Actor
2020-09-29,Jigawa,0,Other Armed Actor
2020-10-06,Jigawa,1,Other Armed Actor
2020-10-26,Jigawa,1,Other Armed Actor
2020-12-25,Jigawa,2,Other Armed Actor
2021-02-06,Jigawa,1,Other Armed Actor
2021-07-15,Jigawa,1,Other Armed Actor
2021-07-20,Jigawa,1,Other Armed Actor
2022-01-23,Jigawa,2,Other Armed Actor
2011-12-11,Kaduna,1,Other Armed Actor
2012-02-11,Kaduna,2,Other Armed Actor
2012-04-03,Kaduna,1,Other Armed Actor
2012-04-11,Kaduna,1,Other Armed Actor
2012-04-14,Kaduna,1,Other Armed Actor
2012-04-30,Kaduna,1,Other Armed Actor
2012-06-12,Kaduna,1,Other Armed Actor
2012-07-15,Kaduna,1,Other Armed Actor
2012-07-23,Kaduna,1,Other Armed Actor
2012-07-30,Kaduna,1,Other Armed Actor
2012-10-03,Kaduna,0,Other Armed Actor
2012-10-05,Kaduna,2,Other Armed Actor
2012-10-05,Kaduna,1,Other Armed Actor
2012-10-06,Kaduna,2,Other Armed Actor
2012-11-18,Kaduna,4,Other Armed Actor
2012-12-25,Kaduna,2,Other Armed Actor
2012-12-27,Kaduna,1,Other Armed Actor
2013-02-14,Kaduna,1,Other Armed Actor
2013-04-14,Kaduna,1,Other Armed Actor
2013-05-05,Kaduna,1,Other Armed Actor
2013-06-03,Kaduna,,Other Armed Actor
2013-06-08,Kaduna,4,Other Armed Actor
2013-06-14,Kaduna,10,Other Armed Actor
2013-07-16,Kaduna,2,Other Armed Actor
2013-07-18,Kaduna,2,Other Armed Actor
2013-08-19,Kaduna,3,Other Armed Actor
2014-01-24,Kaduna,1,Other Armed Actor
2014-05-06,Kaduna,6,Other Armed Actor
2014-05-12,Kaduna,4,Other Armed Actor
2014-07-01,Kaduna,0,Other Armed Actor
2014-07-18,Kaduna,5,Other Armed Actor
2014-08-25,Kaduna,1,Other Armed Actor
2014-11-13,Kaduna,0,Other Armed Actor
2015-04-29,Kaduna,20,Other Armed Actor
2015-06-18,Kaduna,13,Other Armed Actor
2016-01-24,Kaduna,2,Other Armed Actor
2016-05-01,Kaduna,2,Other Armed Actor
2016-06-27,Kaduna,4,Other Armed Actor
2016-07-10,Kaduna,0,Other Armed Actor
2016-09-25,Kaduna,4,Other Armed Actor
2016-10-12,Kaduna,4,Other Armed Actor
2016-10-15,Kaduna,2,Other Armed Actor
2016-11-25,Kaduna,4,Other Armed Actor
2016-12-03,Kaduna,0,Other Armed Actor
2017-06-22,Kaduna,0,Other Armed Actor
2017-07-30,Kaduna,0,Other Armed Actor
2017-11-12,Kaduna,2,Other Armed Actor
2017-12-22,Kaduna,4,Other Armed Actor
2017-12-31,Kaduna,2,Other Armed Actor
2018-01-31,Kaduna,1,Other Armed Actor
2018-02-27,Kaduna,0,Other Armed Actor
2018-04-12,Kaduna,21,Other Armed Actor
2018-04-28,Kaduna,14,Other Armed Actor
2018-04-29,Kaduna,0,Other Armed Actor
2018-05-05,Kaduna,71,Other Armed Actor
2018-05-15,Kaduna,10,Other Armed Actor
2018-05-20,Kaduna,1,Other Armed Actor
2018-05-22,Kaduna,10,Other Armed Actor
2018-05-23,Kaduna,21,Other Armed Actor
2018-05-23,Kaduna,17,Other Armed Actor
2018-05-29,Kaduna,8,Other Armed Actor
2018-06-07,Kaduna,12,Other Armed Actor
2018-06-08,Kaduna,0,Other Armed Actor
2018-06-20,Kaduna,4,Other Armed Actor
2018-06-22,Kaduna,5,Other Armed Actor
2018-07-16,Kaduna,4,Other Armed Actor
2018-07-22,Kaduna,4,Other Armed Actor
2018-07-23,Kaduna,3,Other Armed Actor
2018-07-29,Kaduna,3,Other Armed Actor
2018-08-14,Kaduna,6,Other Armed Actor
2018-08-16,Kaduna,2,Other Armed Actor
2018-09-17,Kaduna,1,Other Armed Actor
2018-09-25,Kaduna,0,Other Armed Actor
2018-10-17,Kaduna,3,Other Armed Actor
2018-12-16,Kaduna,15,Other Armed Actor
2018-12-30,Kaduna,4,Other Armed Actor
2019-01-13,Kaduna,3,Other Armed Actor
2019-03-28,Kaduna,1,Other Armed Actor
2019-03-31,Kaduna,0,Other Armed Actor
2019-04-06,Kaduna,8,Other Armed Actor
2019-04-16,Kaduna,0,Other Armed Actor
2019-04-21,Kaduna,2,Other Armed Actor
2019-04-26,Kaduna,2,Other Armed Actor
2019-04-27,Kaduna,0,Other Armed Actor
2019-05-08,Kaduna,2,Other Armed Actor
2019-06-17,Kaduna,3,Other Armed Actor
2019-07-08,Kaduna,1,Other Armed Actor
2019-07-22,Kaduna,2,Other Armed Actor
2019-07-28,Kaduna,3,Other Armed Actor
2019-08-01,Kaduna,13,Other Armed Actor
2019-08-04,Kaduna,1,Other Armed Actor
2019-08-29,Kaduna,7,Other Armed Actor
2019-09-01,Kaduna,2,Other Armed Actor
2019-09-11,Kaduna,1,Other Armed Actor
2019-09-14,Kaduna,6,Other Armed Actor
2019-10-01,Kaduna,0,Other Armed Actor
2019-10-07,Kaduna,1,Other Armed Actor
2019-10-09,Kaduna,4,Other Armed Actor
2019-10-17,Kaduna,1,Other Armed Actor
2019-10-20,Kaduna,5,Other Armed Actor
2019-11-11,Kaduna,0,Other Armed Actor
2019-11-12,Kaduna,3,Other Armed Actor
2019-11-14,Kaduna,2,Other Armed Actor
2019-11-21,Kaduna,2,Other Armed Actor
2019-12-08,Kaduna,5,Other Armed Actor
2020-01-06,Kaduna,2,Other Armed Actor
2020-01-10,Kaduna,9,Other Armed Actor
2020-01-14,Kaduna,30,Other Armed Actor
2020-01-17,Kaduna,2,Other Armed Actor
2020-01-24,Kaduna,0,Other Armed Actor
2020-02-03,Kaduna,6,Other Armed Actor
2020-02-05,Kaduna,3,Other Armed Actor
2020-02-08,Kaduna,2,Other Armed Actor
2020-02-11,Kaduna,21,Other Armed Actor
2020-02-12,Kaduna,7,Other Armed Actor
2020-02-16,Kaduna,0,Other Armed Actor
2020-02-20,Kaduna,2,Other Armed Actor
2020-03-01,Kaduna,51,Other Armed Actor
2020-03-03,Kaduna,2,Other Armed Actor
2020-03-14,Kaduna,1,Other Armed Actor
2020-03-15,Kaduna,3,Other Armed Actor
2020-03-30,Kaduna,2,Other Armed Actor
2020-03-30,Kaduna,6,Other Armed Actor
2020-03-31,Kaduna,3,Other Armed Actor
2020-04-08,Kaduna,1,Other Armed Actor
2020-04-23,Kaduna,7,Other Armed Actor
2020-04-26,Kaduna,3,Other Armed Actor
2020-04-27,Kaduna,2,Other Armed Actor
2020-05-01,Kaduna,4,Other Armed Actor
2020-05-04,Kaduna,1,Other Armed Actor
2020-05-12,Kaduna,17,Other Armed Actor
2020-05-22,Kaduna,20,Other Armed Actor
2020-06-03,Kaduna,9,Other Armed Actor
2020-06-21,Kaduna,0,Other Armed Actor
2020-06-26,Kaduna,1,Other Armed Actor
2020-07-09,Kaduna,0,Other Armed Actor
2020-07-09,Kaduna,9,Other Armed Actor
2020-07-10,Kaduna,11,Other Armed Actor
2020-07-12,Kaduna,1,Other Armed Actor
2020-07-10,Kaduna,9,Other Armed Actor
2020-07-12,Kaduna,2,Other Armed Actor
2020-07-24,Kaduna,5,Other Armed Actor
2020-07-24,Kaduna,5,Other Armed Actor
2020-07-29,Kaduna,1,Other Armed Actor
2020-09-02,Kaduna,4,Other Armed Actor
2020-09-04,Kaduna,0,Other Armed Actor
2020-09-05,Kaduna,1,Other Armed Actor
2020-09-12,Kaduna,1,Other Armed Actor
2020-09-11,Kaduna,0,Other Armed Actor
2020-09-28,Kaduna,2,Other Armed Actor
2020-10-03,Kaduna,0,Other Armed Actor
2020-10-04,Kaduna,2,Other Armed Actor
2020-10-09,Kaduna,3,Other Armed Actor
2020-10-10,Kaduna,9,Other Armed Actor
2020-10-11,Kaduna,1,Other Armed Actor
2020-10-24,Kaduna,10,Other Armed Actor
2020-11-08,Kaduna,1,Other Armed Actor
2020-11-16,Kaduna,11,Other Armed Actor
2020-11-17,Kaduna,2,Other Armed Actor
2020-11-17,Kaduna,2,Other Armed Actor
2020-11-17,Kaduna,3,Other Armed Actor
2020-11-21,Kaduna,0,Other Armed Actor
2020-11-23,Kaduna,2,Other Armed Actor
2020-11-23,Kaduna,1,Other Armed Actor
2020-11-25,Kaduna,0,Other Armed Actor
2020-11-27,Kaduna,0,Other Armed Actor
2020-11-29,Kaduna,8,Other Armed Actor
2020-11-29,Kaduna,3,Other Armed Actor
2020-11-30,Kaduna,1,Other Armed Actor
2020-12-02,Kaduna,2,Other Armed Actor
2020-12-04,Kaduna,0,Other Armed Actor
2020-12-17,Kaduna,7,Other Armed Actor
2020-12-22,Kaduna,7,Other Armed Actor
2020-12-22,Kaduna,1,Other Armed Actor
2020-12-23,Kaduna,17,Other Armed Actor
2020-12-24,Kaduna,4,Other Armed Actor
2020-12-24,Kaduna,4,Other Armed Actor
2020-12-27,Kaduna,10,Other Armed Actor
2020-12-28,Kaduna,8,Other Armed Actor
2020-12-29,Kaduna,2,Other Armed Actor
2021-01-01,Kaduna,1,Other Armed Actor
2021-01-02,Kaduna,19,Other Armed Actor
2021-01-03,Kaduna,9,Other Armed Actor
2021-01-04,Kaduna,0,Other Armed Actor
2021-01-06,Kaduna,4,Other Armed Actor
2021-01-09,Kaduna,3,Other Armed Actor
2021-01-12,Kaduna,2,Other Armed Actor
2021-01-13,Kaduna,2,Other Armed Actor
2021-01-13,Kaduna,1,Other Armed Actor
2021-01-14,Kaduna,2,Other Armed Actor
2021-01-15,Kaduna,5,Other Armed Actor
2021-01-16,Kaduna,1,Other Armed Actor
2021-01-16,Kaduna,3,Other Armed Actor
2021-01-16,Kaduna,1,Other Armed Actor
2021-01-17,Kaduna,1,Other Armed Actor
2021-01-17,Kaduna,1,Other Armed Actor
2021-01-17,Kaduna,2,Other Armed Actor
2021-01-18,Kaduna,2,Other Armed Actor
2021-01-20,Kaduna,2,Other Armed Actor
2021-01-20,Kaduna,1,Other Armed Actor
2021-01-20,Kaduna,1,Other Armed Actor
2021-01-22,Kaduna,2,Other Armed Actor
2021-01-23,Kaduna,20,Other Armed Actor
2021-01-23,Kaduna,1,Other Armed Actor
2021-01-24,Kaduna,1,Other Armed Actor
2021-01-27,Kaduna,0,Other Armed Actor
2021-01-28,Kaduna,1,Other Armed Actor
2021-01-28,Kaduna,3,Other Armed Actor
2021-01-28,Kaduna,12,Other Armed Actor
2021-01-31,Kaduna,1,Other Armed Actor
2021-01-31,Kaduna,2,Other Armed Actor
2021-02-01,Kaduna,2,Other Armed Actor
2021-02-01,Kaduna,1,Other Armed Actor
2021-02-03,Kaduna,2,Other Armed Actor
2021-02-05,Kaduna,6,Other Armed Actor
2021-02-05,Kaduna,2,Other Armed Actor
2021-02-06,Kaduna,14,Other Armed Actor
2021-02-06,Kaduna,5,Other Armed Actor
2021-02-08,Kaduna,10,Other Armed Actor
2021-02-08,Kaduna,1,Other Armed Actor
2021-02-08,Kaduna,7,Other Armed Actor
2021-02-08,Kaduna,1,Other Armed Actor
2021-02-08,Kaduna,5,Other Armed Actor
2021-02-13,Kaduna,2,Other Armed Actor
2021-02-13,Kaduna,26,Other Armed Actor
2021-02-13,Kaduna,3,Other Armed Actor
2021-02-15,Kaduna,1,Other Armed Actor
2021-02-15,Kaduna,1,Other Armed Actor
2021-02-17,Kaduna,10,Other Armed Actor
2021-02-19,Kaduna,1,Other Armed Actor
2021-02-17,Kaduna,1,Other Armed Actor
2021-02-20,Kaduna,4,Other Armed Actor
2021-02-20,Kaduna,2,Other Armed Actor
2021-02-21,Kaduna,0,Other Armed Actor
2021-02-23,Kaduna,17,Other Armed Actor
2021-02-23,Kaduna,8,Other Armed Actor
2021-02-27,Kaduna,4,Other Armed Actor
2021-02-27,Kaduna,3,Other Armed Actor
2021-02-28,Kaduna,5,Other Armed Actor
2021-02-28,Kaduna,5,Other Armed Actor
2021-03-01,Kaduna,5,Other Armed Actor
2021-03-01,Kaduna,1,Other Armed Actor
2021-03-10,Kaduna,4,Other Armed Actor
2021-03-10,Kaduna,1,Other Armed Actor
2021-03-10,Kaduna,2,Other Armed Actor
2021-03-11,Kaduna,1,Other Armed Actor
2021-03-13,Kaduna,2,Other Armed Actor
2021-03-14,Kaduna,0,Other Armed Actor
2021-03-14,Kaduna,0,Other Armed Actor
2021-03-15,Kaduna,0,Other Armed Actor
2021-03-15,Kaduna,2,Other Armed Actor
2021-03-15,Kaduna,0,Other Armed Actor
2021-03-15,Kaduna,2,Other Armed Actor
2021-03-17,Kaduna,1,Other Armed Actor
2021-03-17,Kaduna,2,Other Armed Actor
2021-03-19,Kaduna,1,Other Armed Actor
2021-03-19,Kaduna,10,Other Armed Actor
2021-03-19,Kaduna,2,Other Armed Actor
2021-03-21,Kaduna,1,Other Armed Actor
2021-03-22,Kaduna,1,Other Armed Actor
2021-03-22,Kaduna,3,Other Armed Actor
2021-03-24,Kaduna,2,Other Armed Actor
2021-03-25,Kaduna,8,Other Armed Actor
2021-03-25,Kaduna,1,Other Armed Actor
2021-03-26,Kaduna,1,Other Armed Actor
2021-03-30,Kaduna,6,Other Armed Actor
2021-03-30,Kaduna,1,Other Armed Actor
2021-03-30,Kaduna,1,Other Armed Actor
2021-04-01,Kaduna,1,Other Armed Actor
2021-04-01,Kaduna,1,Other Armed Actor
2021-04-04,Kaduna,5,Other Armed Actor
2021-04-06,Kaduna,2,Other Armed Actor
2021-04-06,Kaduna,2,Other Armed Actor
2021-04-06,Kaduna,9,Other Armed Actor
2021-04-12,Kaduna,4,Other Armed Actor
2021-04-12,Kaduna,1,Other Armed Actor
2021-04-12,Kaduna,1,Other Armed Actor
2021-04-13,Kaduna,4,Other Armed Actor
2021-04-13,Kaduna,1,Other Armed Actor
2021-04-18,Kaduna,1,Other Armed Actor
2021-04-18,Kaduna,2,Other Armed Actor
2021-04-25,Kaduna,1,Other Armed Actor
2021-04-25,Kaduna,0,Other Armed Actor
2021-04-25,Kaduna,6,Other Armed Actor
2021-04-25,Kaduna,1,Other Armed Actor
2021-04-26,Kaduna,2,Other Armed Actor
2021-04-30,Kaduna,10,Other Armed Actor
2021-05-03,Kaduna,1,Other Armed Actor
2021-05-03,Kaduna,1,Other Armed Actor
2021-05-05,Kaduna,2,Other Armed Actor
2021-05-07,Kaduna,1,Other Armed Actor
2021-05-08,Kaduna,3,Other Armed Actor
2021-05-08,Kaduna,2,Other Armed Actor
2021-05-17,Kaduna,8,Other Armed Actor
2021-05-18,Kaduna,0,Other Armed Actor
2021-05-19,Kaduna,11,Other Armed Actor
2021-05-19,Kaduna,3,Other Armed Actor
2021-05-20,Kaduna,2,Other Armed Actor
2021-05-20,Kaduna,1,Other Armed Actor
2021-05-20,Kaduna,1,Other Armed Actor
2021-05-22,Kaduna,1,Other Armed Actor
2021-05-27,Kaduna,5,Other Armed Actor
2021-05-27,Kaduna,4,Other Armed Actor
2021-05-27,Kaduna,1,Other Armed Actor
2021-06-01,Kaduna,4,Other Armed Actor
2021-06-01,Kaduna,1,Other Armed Actor
2021-06-01,Kaduna,1,Other Armed Actor
2021-06-04,Kaduna,2,Other Armed Actor
2021-06-04,Kaduna,3,Other Armed Actor
2021-06-07,Kaduna,3,Other Armed Actor
2021-06-15,Kaduna,0,Other Armed Actor
2021-06-17,Kaduna,2,Other Armed Actor
2021-06-18,Kaduna,2,Other Armed Actor
2021-06-20,Kaduna,1,Other Armed Actor
2021-06-23,Kaduna,1,Other Armed Actor
2021-06-24,Kaduna,0,Other Armed Actor
2021-06-27,Kaduna,0,Other Armed Actor
2021-07-02,Kaduna,0,Other Armed Actor
2021-07-03,Kaduna,4,Other Armed Actor
2021-07-03,Kaduna,2,Other Armed Actor
2021-07-03,Kaduna,1,Other Armed Actor
2021-07-03,Kaduna,1,Other Armed Actor
2021-07-09,Kaduna,9,Other Armed Actor
2021-07-09,Kaduna,1,Other Armed Actor
2021-07-11,Kaduna,9,Other Armed Actor
2021-07-13,Kaduna,8,Other Armed Actor
2021-07-17,Kaduna,1,Other Armed Actor
2021-07-21,Kaduna,3,Other Armed Actor
2021-07-23,Kaduna,1,Other Armed Actor
2021-08-02,Kaduna,25,Other Armed Actor
2021-08-03,Kaduna,0,Other Armed Actor
2021-08-07,Kaduna,8,Other Armed Actor
2021-08-14,Kaduna,8,Other Armed Actor
2021-08-15,Kaduna,5,Other Armed Actor
2021-08-15,Kaduna,3,Other Armed Actor
2021-08-18,Kaduna,9,Other Armed Actor
2021-08-21,Kaduna,9,Other Armed Actor
2021-08-21,Kaduna,3,Other Armed Actor
2021-08-24,Kaduna,3,Other Armed Actor
2021-08-27,Kaduna,3,Other Armed Actor
2021-08-27,Kaduna,1,Other Armed Actor
2021-08-28,Kaduna,2,Other Armed Actor
2021-08-29,Kaduna,1,Other Armed Actor
2021-09-06,Kaduna,0,Other Armed Actor
2021-09-07,Kaduna,6,Other Armed Actor
2021-09-09,Kaduna,0,Other Armed Actor
2021-09-11,Kaduna,1,Other Armed Actor
2021-09-13,Kaduna,0,Other Armed Actor
2021-09-13,Kaduna,1,Other Armed Actor
2021-09-14,Kaduna,1,Other Armed Actor
2021-09-16,Kaduna,2,Other Armed Actor
2021-09-17,Kaduna,1,Other Armed Actor
2021-09-24,Kaduna,2,Other Armed Actor
2021-09-26,Kaduna,37,Other Armed Actor
2021-09-26,Kaduna,1,Other Armed Actor
2021-09-26,Kaduna,1,Other Armed Actor
2021-09-27,Kaduna,12,Other Armed Actor
2021-10-02,Kaduna,1,Other Armed Actor
2021-10-03,Kaduna,2,Other Armed Actor
2021-10-18,Kaduna,10,Other Armed Actor
2021-10-20,Kaduna,0,Other Armed Actor
2021-10-31,Kaduna,5,Other Armed Actor
2021-11-06,Kaduna,2,Other Armed Actor
2021-11-08,Kaduna,0,Other Armed Actor
2021-11-08,Kaduna,1,Other Armed Actor
2021-11-21,Kaduna,1,Other Armed Actor
2021-11-22,Kaduna,0,Other Armed Actor
2021-11-24,Kaduna,1,Other Armed Actor
2021-11-29,Kaduna,1,Other Armed Actor
2021-11-28,Kaduna,2,Other Armed Actor
2021-11-28,Kaduna,3,Other Armed Actor
2021-12-02,Kaduna,1,Other Armed Actor
2021-12-03,Kaduna,2,Other Armed Actor
2021-12-05,Kaduna,0,Other Armed Actor
2021-12-09,Kaduna,1,Other Armed Actor
2021-12-13,Kaduna,2,Other Armed Actor
2021-12-13,Kaduna,2,Other Armed Actor
2021-12-15,Kaduna,1,Other Armed Actor
2021-12-16,Kaduna,4,Other Armed Actor
