Date,State,Death,Type
2015-08-17,Delta,1,Other Armed Actor
2015-11-09,Delta,1,Other Armed Actor
2015-11-12,Delta,5,Other Armed Actor
2015-12-27,Delta,2,Other Armed Actor
2016-01-15,Delta,0,Other Armed Actor
2016-01-16,Delta,0,Other Armed Actor
2016-05-04,Delta,,Other Armed Actor
2016-05-05,Delta,0,Other Armed Actor
2016-05-13,Delta,0,Other Armed Actor
2016-05-13,Delta,2,Other Armed Actor
2016-05-20,Delta,0,Other Armed Actor
2016-05-26,Delta,0,Other Armed Actor
2016-05-30,Delta,7,Other Armed Actor
2016-06-01,Delta,0,Other Armed Actor
2016-06-01,Delta,7,Other Armed Actor
2016-06-03,Delta,2,Other Armed Actor
2016-06-08,Delta,0,Other Armed Actor
2016-06-09,Delta,0,Other Armed Actor
2016-07-01,Delta,0,Other Armed Actor
2016-07-12,Delta,1,Other Armed Actor
2016-07-18,Delta,0,Other Armed Actor
2016-07-21,Delta,0,Other Armed Actor
2016-07-31,Delta,0,Other Armed Actor
2016-08-10,Delta,0,Other Armed Actor
2016-08-18,Delta,0,Other Armed Actor
2016-08-19,Delta,0,Other Armed Actor
2016-08-26,Delta,0,Other Armed Actor
2016-08-30,Delta,0,Other Armed Actor
2016-09-13,Delta,0,Other Armed Actor
2016-09-18,Delta,0,Other Armed Actor
2016-09-29,Delta,0,Other Armed Actor
2016-10-13,Delta,0,Other Armed Actor
2016-10-14,Delta,0,Other Armed Actor
2016-10-25,Delta,0,Other Armed Actor
2016-10-29,Delta,0,Other Armed Actor
2016-11-02,Delta,0,Other Armed Actor
2016-11-08,Delta,0,Other Armed Actor
2016-11-27,Delta,0,Other Armed Actor
2016-12-08,Delta,0,Other Armed Actor
2016-12-19,Delta,1,Other Armed Actor
2016-12-25,Delta,5,Other Armed Actor
2017-01-06,Delta,1,Other Armed Actor
2017-01-18,Delta,0,Other Armed Actor
2017-01-20,Delta,1,Other Armed Actor
2017-03-19,Delta,1,Other Armed Actor
2017-04-17,Delta,1,Other Armed Actor
2017-04-24,Delta,0,Other Armed Actor
2017-05-07,Delta,1,Other Armed Actor
2017-05-15,Delta,4,Other Armed Actor
2017-05-16,Delta,0,Other Armed Actor
2017-05-20,Delta,0,Other Armed Actor
2017-06-13,Delta,1,Other Armed Actor
2017-06-13,Delta,1,Other Armed Actor
2017-07-02,Delta,1,Other Armed Actor
2017-07-03,Delta,2,Other Armed Actor
2017-07-13,Delta,1,Other Armed Actor
2017-07-15,Delta,0,Other Armed Actor
2017-07-27,Delta,1,Other Armed Actor
2017-08-04,Delta,0,Other Armed Actor
2017-08-22,Delta,6,Other Armed Actor
2017-09-15,Delta,4,Other Armed Actor
2017-10-23,Delta,1,Other Armed Actor
2017-11-25,Delta,1,Other Armed Actor
2017-11-29,Delta,4,Other Armed Actor
2017-11-30,Delta,1,Other Armed Actor
2018-01-17,Delta,0,Other Armed Actor
2018-03-13,Delta,1,Other Armed Actor
2018-03-20,Delta,1,Other Armed Actor
2018-04-02,Delta,1,Other Armed Actor
2018-05-02,Delta,4,Other Armed Actor
2018-05-05,Delta,1,Other Armed Actor
2018-05-09,Delta,2,Other Armed Actor
2018-05-13,Delta,1,Other Armed Actor
2018-05-26,Delta,1,Other Armed Actor
2018-05-29,Delta,1,Other Armed Actor
2018-06-26,Delta,3,Other Armed Actor
2018-07-11,Delta,1,Other Armed Actor
2018-07-22,Delta,1,Other Armed Actor
2018-08-11,Delta,1,Other Armed Actor
2018-08-19,Delta,1,Other Armed Actor
2018-08-28,Delta,1,Other Armed Actor
2018-09-28,Delta,2,Other Armed Actor
2018-10-21,Delta,0,Other Armed Actor
2018-11-10,Delta,1,Other Armed Actor
2018-11-24,Delta,1,Other Armed Actor
2018-11-26,Delta,0,Other Armed Actor
2018-11-27,Delta,1,Other Armed Actor
2018-12-31,Delta,2,Other Armed Actor
2019-01-05,Delta,1,Other Armed Actor
2019-01-28,Delta,0,Other Armed Actor
2019-02-15,Delta,1,Other Armed Actor
2019-02-16,Delta,4,Other Armed Actor
2019-04-13,Delta,0,Other Armed Actor
2019-04-22,Delta,2,Other Armed Actor
2019-05-10,Delta,3,Other Armed Actor
2019-05-29,Delta,1,Other Armed Actor
2019-06-09,Delta,2,Other Armed Actor
2019-07-07,Delta,1,Other Armed Actor
2019-09-17,Delta,1,Other Armed Actor
2019-09-19,Delta,1,Other Armed Actor
2019-09-19,Delta,1,Other Armed Actor
2019-09-24,Delta,1,Other Armed Actor
2019-10-06,Delta,0,Other Armed Actor
2019-10-30,Delta,1,Other Armed Actor
2020-01-02,Delta,4,Other Armed Actor
2020-01-05,Delta,0,Other Armed Actor
2020-01-08,Delta,1,Other Armed Actor
2020-01-15,Delta,1,Other Armed Actor
2020-01-23,Delta,1,Other Armed Actor
2020-02-04,Delta,1,Other Armed Actor
2020-03-04,Delta,4,Other Armed Actor
2020-03-29,Delta,3,Other Armed Actor
2020-04-04,Delta,2,Other Armed Actor
2020-04-14,Delta,0,Other Armed Actor
2020-04-26,Delta,1,Other Armed Actor
2020-04-29,Delta,1,Other Armed Actor
2020-05-18,Delta,1,Other Armed Actor
2020-05-27,Delta,2,Other Armed Actor
2020-06-02,Delta,1,Other Armed Actor
2020-06-06,Delta,0,Other Armed Actor
2020-07-30,Delta,2,Other Armed Actor
2020-08-12,Delta,1,Other Armed Actor
2020-08-13,Delta,1,Other Armed Actor
2020-08-13,Delta,1,Other Armed Actor
2020-08-13,Delta,1,Other Armed Actor
2020-08-18,Delta,1,Other Armed Actor
2020-08-18,Delta,2,Other Armed Actor
2020-08-19,Delta,1,Other Armed Actor
2020-08-19,Delta,0,Other Armed Actor
2020-08-21,Delta,1,Other Armed Actor
2020-09-03,Delta,2,Other Armed Actor
2020-09-04,Delta,1,Other Armed Actor
2020-09-28,Delta,1,Other Armed Actor
2020-10-06,Delta,3,Other Armed Actor
2020-10-08,Delta,2,Other Armed Actor
2020-10-09,Delta,2,Other Armed Actor
2020-10-11,Delta,1,Other Armed Actor
2020-10-11,Delta,1,Other Armed Actor
2020-10-18,Delta,3,Other Armed Actor
2020-10-19,Delta,0,Other Armed Actor
2020-10-21,Delta,0,Other Armed Actor
2020-10-21,Delta,4,Other Armed Actor
2020-10-23,Delta,0,Other Armed Actor
2020-10-24,Delta,0,Other Armed Actor
2020-11-03,Delta,1,Other Armed Actor
2020-11-14,Delta,7,Other Armed Actor
2020-11-15,Delta,1,Other Armed Actor
2020-11-22,Delta,2,Other Armed Actor
2020-11-26,Delta,1,Other Armed Actor
2020-11-29,Delta,3,Other Armed Actor
2020-12-05,Delta,1,Other Armed Actor
2020-12-08,Delta,2,Other Armed Actor
2020-12-11,Delta,1,Other Armed Actor
2020-12-13,Delta,2,Other Armed Actor
2020-12-15,Delta,2,Other Armed Actor
2020-12-29,Delta,1,Other Armed Actor
2020-12-31,Delta,2,Other Armed Actor
2021-01-02,Delta,4,Other Armed Actor
2021-01-10,Delta,3,Other Armed Actor
2021-01-10,Delta,1,Other Armed Actor
2021-01-11,Delta,1,Other Armed Actor
2021-01-15,Delta,0,Other Armed Actor
2021-01-17,Delta,1,Other Armed Actor
2021-01-24,Delta,2,Other Armed Actor
2021-01-25,Delta,1,Other Armed Actor
2021-01-25,Delta,1,Other Armed Actor
2021-01-27,Delta,4,Other Armed Actor
2021-01-30,Delta,1,Other Armed Actor
2021-01-30,Delta,1,Other Armed Actor
2021-02-06,Delta,2,Other Armed Actor
2021-02-14,Delta,1,Other Armed Actor
2021-02-18,Delta,2,Other Armed Actor
2021-02-20,Delta,1,Other Armed Actor
2021-02-21,Delta,1,Other Armed Actor
2021-02-22,Delta,1,Other Armed Actor
2021-03-08,Delta,0,Other Armed Actor
2021-03-23,Delta,3,Other Armed Actor
2021-03-23,Delta,1,Other Armed Actor
2021-03-23,Delta,1,Other Armed Actor
2021-03-24,Delta,1,Other Armed Actor
2021-04-03,Delta,4,Other Armed Actor
2021-04-03,Delta,0,Other Armed Actor
2021-04-13,Delta,1,Other Armed Actor
2021-04-27,Delta,1,Other Armed Actor
2021-05-05,Delta,1,Other Armed Actor
2021-05-16,Delta,3,Other Armed Actor
2021-05-16,Delta,1,Other Armed Actor
2021-05-26,Delta,1,Other Armed Actor
2021-05-28,Delta,5,Other Armed Actor
2021-05-31,Delta,2,Other Armed Actor
2021-06-06,Delta,0,Other Armed Actor
2021-06-26,Delta,1,Other Armed Actor
2021-07-12,Delta,6,Other Armed Actor
2021-07-19,Delta,3,Other Armed Actor
2021-07-31,Delta,1,Other Armed Actor
2021-08-02,Delta,2,Other Armed Actor
2021-08-10,Delta,1,Other Armed Actor
2021-08-20,Delta,1,Other Armed Actor
2021-08-24,Delta,2,Other Armed Actor
2021-09-08,Delta,3,Other Armed Actor
2021-09-17,Delta,1,Other Armed Actor
2021-09-23,Delta,1,Other Armed Actor
2021-09-27,Delta,3,Other Armed Actor
2021-10-03,Delta,0,Other Armed Actor
2021-10-05,Delta,3,Other Armed Actor
2021-10-29,Delta,1,Other Armed Actor
2021-10-30,Delta,1,Other Armed Actor
2021-11-03,Delta,2,Other Armed Actor
2021-11-24,Delta,1,Other Armed Actor
2021-12-08,Delta,1,Other Armed Actor
2021-12-19,Delta,1,Other Armed Actor
2021-12-20,Delta,2,Other Armed Actor
2021-12-22,Delta,1,Other Armed Actor
2021-12-23,Delta,0,Other Armed Actor
2021-12-23,Delta,1,Other Armed Actor
2021-12-24,Delta,1,Other Armed Actor
2022-01-14,Delta,1,Other Armed Actor
2022-01-15,Delta,1,Other Armed Actor
2022-01-17,Delta,0,Other Armed Actor
2022-02-04,Delta,1,Other Armed Actor
2022-02-05,Delta,5,Other Armed Actor
2022-02-07,Delta,1,Other Armed Actor
2022-02-08,Delta,1,Other Armed Actor
2022-03-14,Delta,6,Other Armed Actor
2022-03-11,Delta,1,Other Armed Actor
2022-03-17,Delta,2,Other Armed Actor
2022-03-30,Delta,1,Other Armed Actor
2022-04-09,Delta,1,Other Armed Actor
2022-04-13,Delta,5,Other Armed Actor
2022-04-22,Delta,0,Other Armed Actor
2022-05-06,Delta,1,Other Armed Actor
2022-05-17,Delta,2,Other Armed Actor
2022-05-18,Delta,1,Other Armed Actor
2022-05-27,Delta,1,Other Armed Actor
2022-06-05,Delta,2,Other Armed Actor
2013-06-10,Ebonyi,0,Other Armed Actor
2013-12-31,Ebonyi,1,Other Armed Actor
2014-01-08,Ebonyi,4,Other Armed Actor
2014-06-02,Ebonyi,1,Other Armed Actor
2015-11-01,Ebonyi,3,Other Armed Actor
2016-01-06,Ebonyi,1,Other Armed Actor
2016-02-12,Ebonyi,0,Other Armed Actor
2016-08-05,Ebonyi,1,Other Armed Actor
2016-08-18,Ebonyi,19,Other Armed Actor
2017-04-23,Ebonyi,0,Other Armed Actor
2017-07-07,Ebonyi,1,Other Armed Actor
2018-02-05,Ebonyi,0,Other Armed Actor
2018-06-05,Ebonyi,1,Other Armed Actor
2018-06-06,Ebonyi,1,Other Armed Actor
2018-06-14,Ebonyi,0,Other Armed Actor
2019-03-24,Ebonyi,1,Other Armed Actor
2019-06-09,Ebonyi,2,Other Armed Actor
2019-11-16,Ebonyi,0,Other Armed Actor
2019-12-13,Ebonyi,1,Other Armed Actor
2020-05-03,Ebonyi,1,Other Armed Actor
2020-05-06,Ebonyi,1,Other Armed Actor
2020-10-21,Ebonyi,1,Other Armed Actor
2020-10-22,Ebonyi,0,Other Armed Actor
2020-10-22,Ebonyi,0,Other Armed Actor
2020-10-26,Ebonyi,1,Other Armed Actor
2020-10-28,Ebonyi,0,Other Armed Actor
2020-11-29,Ebonyi,3,Other Armed Actor
2020-11-29,Ebonyi,1,Other Armed Actor
2020-12-07,Ebonyi,0,Other Armed Actor
2020-12-17,Ebonyi,1,Other Armed Actor
2020-12-20,Ebonyi,9,Other Armed Actor
2021-01-08,Ebonyi,3,Other Armed Actor
2021-01-10,Ebonyi,1,Other Armed Actor
2021-01-11,Ebonyi,1,Other Armed Actor
2021-02-04,Ebonyi,0,Other Armed Actor
2021-03-01,Ebonyi,0,Other Armed Actor
2021-04-06,Ebonyi,1,Other Armed Actor
2021-04-14,Ebonyi,3,Other Armed Actor
2021-04-20,Ebonyi,1,Other Armed Actor
2021-04-26,Ebonyi,3,Other Armed Actor
2021-04-27,Ebonyi,0,Other Armed Actor
2021-05-01,Ebonyi,1,Other Armed Actor
2021-05-06,Ebonyi,1,Other Armed Actor
2021-05-18,Ebonyi,0,Other Armed Actor
2021-05-18,Ebonyi,0,Other Armed Actor
2021-05-23,Ebonyi,2,Other Armed Actor
2021-07-31,Ebonyi,0,Other Armed Actor
2021-09-16,Ebonyi,2,Other Armed Actor
2021-10-07,Ebonyi,12,Other Armed Actor
2021-10-17,Ebonyi,1,Other Armed Actor
2021-10-24,Ebonyi,2,Other Armed Actor
2021-10-24,Ebonyi,3,Other Armed Actor
2021-10-29,Ebonyi,5,Other Armed Actor
2021-11-10,Ebonyi,0,Other Armed Actor
2021-11-28,Ebonyi,0,Other Armed Actor
2022-01-08,Ebonyi,1,Other Armed Actor
2022-01-22,Ebonyi,1,Other Armed Actor
2022-01-23,Ebonyi,1,Other Armed Actor
2022-02-01,Ebonyi,0,Other Armed Actor
2022-02-02,Ebonyi,1,Other Armed Actor
2022-02-14,Ebonyi,3,Other Armed Actor
2022-02-20,Ebonyi,1,Other Armed Actor
2022-03-15,Ebonyi,4,Other Armed Actor
2022-03-23,Ebonyi,1,Other Armed Actor
2022-03-31,Ebonyi,1,Other Armed Actor
2022-04-11,Ebonyi,1,Other Armed Actor
2022-05-03,Ebonyi,0,Other Armed Actor
2022-05-06,Ebonyi,0,Other Armed Actor
2022-05-17,Ebonyi,4,Other Armed Actor
2022-05-30,Ebonyi,1,Other Armed Actor
2022-05-31,Ebonyi,5,Other Armed Actor
2012-04-15,Edo,1,Other Armed Actor
2012-04-16,Edo,1,Other Armed Actor
2012-05-03,Edo,1,Other Armed Actor
2012-11-28,Edo,2,Other Armed Actor
2013-04-17,Edo,2,Other Armed Actor
2013-07-08,Edo,1,Other Armed Actor
2014-01-19,Edo,0,Other Armed Actor
2014-06-22,Edo,1,Other Armed Actor
2014-06-25,Edo,4,Other Armed Actor
2014-10-07,Edo,0,Other Armed Actor
2014-10-12,Edo,1,Other Armed Actor
2014-10-18,Edo,0,Other Armed Actor
2014-12-13,Edo,1,Other Armed Actor
2014-12-21,Edo,7,Other Armed Actor
2014-12-25,Edo,5,Other Armed Actor
2015-04-28,Edo,5,Other Armed Actor
2015-05-05,Edo,4,Other Armed Actor
2015-05-12,Edo,0,Other Armed Actor
2015-05-28,Edo,0,Other Armed Actor
2015-09-03,Edo,1,Other Armed Actor
2015-11-03,Edo,7,Other Armed Actor
2016-06-06,Edo,1,Other Armed Actor
2016-11-26,Edo,2,Other Armed Actor
2017-02-02,Edo,1,Other Armed Actor
2017-02-10,Edo,1,Other Armed Actor
2017-03-04,Edo,1,Other Armed Actor
2017-03-12,Edo,1,Other Armed Actor
2017-03-16,Edo,1,Other Armed Actor
2017-04-25,Edo,3,Other Armed Actor
2017-07-08,Edo,1,Other Armed Actor
2017-08-14,Edo,4,Other Armed Actor
2017-10-04,Edo,1,Other Armed Actor
2017-11-03,Edo,1,Other Armed Actor
2017-11-10,Edo,1,Other Armed Actor
2018-01-15,Edo,1,Other Armed Actor
2018-02-14,Edo,1,Other Armed Actor
2018-05-12,Edo,0,Other Armed Actor
2018-06-02,Edo,1,Other Armed Actor
2018-08-10,Edo,2,Other Armed Actor
2018-09-02,Edo,2,Other Armed Actor
2018-09-02,Edo,2,Other Armed Actor
2018-09-18,Edo,1,Other Armed Actor
2018-09-19,Edo,10,Other Armed Actor
2018-10-12,Edo,1,Other Armed Actor
2018-10-14,Edo,20,Other Armed Actor
2018-11-04,Edo,1,Other Armed Actor
2018-11-28,Edo,1,Other Armed Actor
2019-01-10,Edo,4,Other Armed Actor
2019-01-26,Edo,3,Other Armed Actor
2019-02-17,Edo,1,Other Armed Actor
2019-02-19,Edo,3,Other Armed Actor
2019-02-20,Edo,3,Other Armed Actor
2019-03-12,Edo,4,Other Armed Actor
2019-03-19,Edo,0,Other Armed Actor
2019-03-20,Edo,1,Other Armed Actor
2019-03-20,Edo,1,Other Armed Actor
2019-05-07,Edo,11,Other Armed Actor
2019-05-13,Edo,4,Other Armed Actor
2019-09-22,Edo,5,Other Armed Actor
2019-09-23,Edo,2,Other Armed Actor
2019-11-01,Edo,1,Other Armed Actor
2019-11-02,Edo,2,Other Armed Actor
2019-11-02,Edo,0,Other Armed Actor
2019-11-03,Edo,4,Other Armed Actor
2019-11-06,Edo,1,Other Armed Actor
2019-12-13,Edo,1,Other Armed Actor
2019-12-28,Edo,0,Other Armed Actor
2020-02-19,Edo,6,Other Armed Actor
2020-02-20,Edo,10,Other Armed Actor
2020-04-13,Edo,2,Other Armed Actor
2020-04-14,Edo,4,Other Armed Actor
2020-04-28,Edo,3,Other Armed Actor
2020-05-08,Edo,1,Other Armed Actor
2020-07-22,Edo,0,Other Armed Actor
2020-08-13,Edo,0,Other Armed Actor
2020-10-16,Edo,2,Other Armed Actor
2020-10-19,Edo,6,Other Armed Actor
2020-10-19,Edo,2,Other Armed Actor
2020-10-19,Edo,0,Other Armed Actor
2020-10-20,Edo,2,Other Armed Actor
2020-10-20,Edo,1,Other Armed Actor
2020-10-21,Edo,0,Other Armed Actor
2020-10-24,Edo,5,Other Armed Actor
2020-11-09,Edo,3,Other Armed Actor
2020-11-11,Edo,1,Other Armed Actor
2020-11-12,Edo,2,Other Armed Actor
2020-11-12,Edo,2,Other Armed Actor
2020-11-13,Edo,7,Other Armed Actor
2020-11-13,Edo,1,Other Armed Actor
2020-12-03,Edo,4,Other Armed Actor
2020-12-06,Edo,1,Other Armed Actor
2020-12-08,Edo,2,Other Armed Actor
2020-12-19,Edo,1,Other Armed Actor
2020-12-30,Edo,4,Other Armed Actor
2021-01-01,Edo,1,Other Armed Actor
2021-01-18,Edo,1,Other Armed Actor
2021-01-20,Edo,1,Other Armed Actor
2021-01-28,Edo,1,Other Armed Actor
2021-02-05,Edo,4,Other Armed Actor
2021-02-19,Edo,0,Other Armed Actor
2021-03-11,Edo,1,Other Armed Actor
2021-04-11,Edo,1,Other Armed Actor
2021-04-14,Edo,0,Other Armed Actor
2021-04-17,Edo,1,Other Armed Actor
2021-04-19,Edo,1,Other Armed Actor
2021-05-20,Edo,2,Other Armed Actor
2021-06-12,Edo,1,Other Armed Actor
2021-06-14,Edo,1,Other Armed Actor
2021-06-25,Edo,0,Other Armed Actor
2021-06-29,Edo,1,Other Armed Actor
2021-07-03,Edo,1,Other Armed Actor
2021-09-20,Edo,1,Other Armed Actor
2021-10-28,Edo,0,Other Armed Actor
2021-11-15,Edo,5,Other Armed Actor
2022-01-09,Edo,1,Other Armed Actor
2022-02-01,Edo,1,Other Armed Actor
2022-02-14,Edo,1,Other Armed Actor
2022-02-18,Edo,0,Other Armed Actor
2022-03-17,Edo,0,Other Armed Actor
2022-03-26,Edo,0,Other Armed Actor
2022-04-23,Edo,0,Other Armed Actor
2011-12-12,Ekiti,0,Other Armed Actor
2012-10-31,Ekiti,0,Other Armed Actor
2012-11-04,Ekiti,0,Other Armed Actor
2013-03-30,Ekiti,1,Other Armed Actor
2013-04-12,Ekiti,,Other Armed Actor
2013-06-11,Ekiti,0,Other Armed Actor
2013-07-16,Ekiti,0,Other Armed Actor
2014-05-14,Ekiti,0,Other Armed Actor
2014-05-24,Ekiti,0,Other Armed Actor
2014-11-30,Ekiti,1,Other Armed Actor
2016-07-28,Ekiti,5,Other Armed Actor
2016-10-04,Ekiti,1,Other Armed Actor
2016-10-14,Ekiti,1,Other Armed Actor
2016-12-19,Ekiti,1,Other Armed Actor
2017-02-10,Ekiti,1,Other Armed Actor
2017-04-19,Ekiti,1,Other Armed Actor
2017-05-18,Ekiti,1,Other Armed Actor
2017-08-05,Ekiti,1,Other Armed Actor
2017-10-29,Ekiti,1,Other Armed Actor
2017-11-25,Ekiti,1,Other Armed Actor
2018-06-01,Ekiti,0,Other Armed Actor
2018-06-13,Ekiti,1,Other Armed Actor
2018-08-10,Ekiti,3,Other Armed Actor
2018-08-14,Ekiti,1,Other Armed Actor
2018-08-20,Ekiti,1,Other Armed Actor
2018-09-01,Ekiti,0,Other Armed Actor
2018-10-16,Ekiti,1,Other Armed Actor
2018-12-06,Ekiti,1,Other Armed Actor
2018-12-27,Ekiti,1,Other Armed Actor
2018-12-28,Ekiti,0,Other Armed Actor
2018-12-28,Ekiti,1,Other Armed Actor
2019-07-25,Ekiti,1,Other Armed Actor
2020-02-08,Ekiti,0,Other Armed Actor
2020-04-05,Ekiti,1,Other Armed Actor
2020-04-10,Ekiti,1,Other Armed Actor
2020-05-29,Ekiti,1,Other Armed Actor
2020-09-14,Ekiti,1,Other Armed Actor
2020-09-15,Ekiti,1,Other Armed Actor
2020-10-03,Ekiti,1,Other Armed Actor
2020-10-16,Ekiti,1,Other Armed Actor
2020-10-17,Ekiti,0,Other Armed Actor
2020-10-20,Ekiti,0,Other Armed Actor
2020-11-04,Ekiti,1,Other Armed Actor
2020-11-27,Ekiti,1,Other Armed Actor
2021-03-05,Ekiti,1,Other Armed Actor
2021-03-10,Ekiti,0,Other Armed Actor
2021-04-09,Ekiti,0,Other Armed Actor
2021-04-17,Ekiti,6,Other Armed Actor
2021-05-18,Ekiti,2,Other Armed Actor
2021-07-31,Ekiti,1,Other Armed Actor
2021-08-06,Ekiti,1,Other Armed Actor
2021-10-30,Ekiti,0,Other Armed Actor
2021-12-11,Ekiti,0,Other Armed Actor
2022-01-13,Ekiti,0,Other Armed Actor
2022-03-09,Ekiti,1,Other Armed Actor
2011-10-07,Enugu,1,Other Armed Actor
2012-02-17,Enugu,1,Other Armed Actor
2012-03-17,Enugu,,Other Armed Actor
2012-04-28,Enugu,1,Other Armed Actor
2012-12-09,Enugu,1,Other Armed Actor
2012-12-09,Enugu,1,Other Armed Actor
2012-12-27,Enugu,1,Other Armed Actor
2013-03-02,Enugu,1,Other Armed Actor
2013-12-30,Enugu,1,Other Armed Actor
2015-03-28,Enugu,0,Other Armed Actor
2015-07-10,Enugu,4,Other Armed Actor
2015-07-27,Enugu,1,Other Armed Actor
2015-10-27,Enugu,0,Other Armed Actor
2016-07-21,Enugu,2,Other Armed Actor
2016-08-24,Enugu,1,Other Armed Actor
2016-09-20,Enugu,0,Other Armed Actor
2016-12-17,Enugu,1,Other Armed Actor
2017-03-23,Enugu,1,Other Armed Actor
2017-05-09,Enugu,1,Other Armed Actor
2017-11-04,Enugu,0,Other Armed Actor
2018-04-14,Enugu,1,Other Armed Actor
2018-04-29,Enugu,0,Other Armed Actor
2018-05-13,Enugu,0,Other Armed Actor
2018-09-02,Enugu,1,Other Armed Actor
2018-10-27,Enugu,0,Other Armed Actor
2019-01-13,Enugu,0,Other Armed Actor
2019-04-16,Enugu,1,Other Armed Actor
2019-08-01,Enugu,1,Other Armed Actor
2019-08-02,Enugu,1,Other Armed Actor
2019-08-25,Enugu,0,Other Armed Actor
2020-04-30,Enugu,1,Other Armed Actor
2020-08-07,Enugu,1,Other Armed Actor
2021-02-24,Enugu,1,Other Armed Actor
2021-04-13,Enugu,1,Other Armed Actor
2021-04-21,Enugu,2,Other Armed Actor
2021-04-27,Enugu,2,Other Armed Actor
2021-05-13,Enugu,0,Other Armed Actor
2021-05-16,Enugu,0,Other Armed Actor
2021-05-25,Enugu,5,Other Armed Actor
2021-05-30,Enugu,1,Other Armed Actor
2021-05-31,Enugu,3,Other Armed Actor
2021-06-02,Enugu,1,Other Armed Actor
2021-06-03,Enugu,0,Other Armed Actor
2021-06-12,Enugu,1,Other Armed Actor
2021-07-07,Enugu,2,Other Armed Actor
2021-07-13,Enugu,6,Other Armed Actor
2021-07-21,Enugu,6,Other Armed Actor
2021-08-31,Enugu,2,Other Armed Actor
2021-09-19,Enugu,0,Other Armed Actor
2021-09-22,Enugu,2,Other Armed Actor
2021-10-05,Enugu,2,Other Armed Actor
2021-10-08,Enugu,0,Other Armed Actor
2021-10-09,Enugu,0,Other Armed Actor
2021-10-11,Enugu,1,Other Armed Actor
2021-12-25,Enugu,0,Other Armed Actor
2022-01-10,Enugu,5,Other Armed Actor
2022-01-17,Enugu,0,Other Armed Actor
2022-01-18,Enugu,2,Other Armed Actor
2022-02-10,Enugu,3,Other Armed Actor
2022-02-10,Enugu,1,Other Armed Actor
2022-02-12,Enugu,5,Other Armed Actor
2022-03-04,Enugu,0,Other Armed Actor
2022-03-12,Enugu,1,Other Armed Actor
2022-03-28,Enugu,5,Other Armed Actor
2022-04-08,Enugu,1,Other Armed Actor
2022-04-11,Enugu,2,Other Armed Actor
2022-05-18,Enugu,1,Other Armed Actor
2022-05-26,Enugu,0,Other Armed Actor
2022-06-02,Enugu,2,Other Armed Actor
2022-06-06,Enugu,0,Other Armed Actor
2012-11-05,Federal Capital Territory,0,Other Armed Actor
2012-11-10,Federal Capital Territory,0,Other Armed Actor
2012-11-26,Federal Capital Territory,2,Other Armed Actor
2013-04-15,Federal Capital Territory,,Other Armed Actor
2013-04-22,Federal Capital Territory,,Other Armed Actor
2013-11-25,Federal Capital Territory,0,Other Armed Actor
2014-11-13,Federal Capital Territory,0,Other Armed Actor
2015-01-13,Federal Capital Territory,2,Other Armed Actor
2015-06-26,Federal Capital Territory,1,Other Armed Actor
2016-06-08,Federal Capital Territory,1,Other Armed Actor
2016-07-15,Federal Capital Territory,0,Other Armed Actor
2016-08-29,Federal Capital Territory,0,Other Armed Actor
2016-10-07,Federal Capital Territory,2,Other Armed Actor
2016-11-21,Federal Capital Territory,2,Other Armed Actor
2016-11-22,Federal Capital Territory,1,Other Armed Actor
2017-04-03,Federal Capital Territory,2,Other Armed Actor
2017-08-16,Federal Capital Territory,0,Other Armed Actor
2017-12-12,Federal Capital Territory,1,Other Armed Actor
2018-07-03,Federal Capital Territory,9,Other Armed Actor
2018-12-18,Federal Capital Territory,1,Other Armed Actor
2019-07-09,Federal Capital Territory,3,Other Armed Actor
2019-10-02,Federal Capital Territory,2,Other Armed Actor
2019-11-22,Federal Capital Territory,0,Other Armed Actor
2020-01-23,Federal Capital Territory,1,Other Armed Actor
2020-02-02,Federal Capital Territory,0,Other Armed Actor
2020-02-17,Federal Capital Territory,1,Other Armed Actor
2020-02-24,Federal Capital Territory,1,Other Armed Actor
2020-03-03,Federal Capital Territory,1,Other Armed Actor
2020-03-19,Federal Capital Territory,0,Other Armed Actor
2020-06-19,Federal Capital Territory,1,Other Armed Actor
2020-09-14,Federal Capital Territory,0,Other Armed Actor
2020-10-14,Federal Capital Territory,0,Other Armed Actor
2020-10-17,Federal Capital Territory,1,Other Armed Actor
2020-10-19,Federal Capital Territory,6,Other Armed Actor
2020-10-20,Federal Capital Territory,3,Other Armed Actor
2020-10-27,Federal Capital Territory,1,Other Armed Actor
2020-10-28,Federal Capital Territory,1,Other Armed Actor
2020-12-08,Federal Capital Territory,5,Other Armed Actor
2021-04-13,Federal Capital Territory,1,Other Armed Actor
2021-05-07,Federal Capital Territory,1,Other Armed Actor
2021-07-15,Federal Capital Territory,1,Other Armed Actor
2021-09-16,Federal Capital Territory,0,Other Armed Actor
2021-09-21,Federal Capital Territory,1,Other Armed Actor
2021-09-28,Federal Capital Territory,0,Other Armed Actor
2021-10-06,Federal Capital Territory,4,Other Armed Actor
2021-10-21,Federal Capital Territory,0,Other Armed Actor
2021-11-03,Federal Capital Territory,0,Other Armed Actor
2021-11-03,Federal Capital Territory,0,Other Armed Actor
2022-01-27,Federal Capital Territory,0,Other Armed Actor
2022-02-24,Federal Capital Territory,0,Other Armed Actor
2022-03-23,Federal Capital Territory,2,Other Armed Actor
2022-04-08,Federal Capital Territory,5,Other Armed Actor
