Date,state,Death,type,,,,,,,
10/20/2013,Borno,19,Boko Haram,,,,,,,
10/21/2013,Borno,10,Boko Haram,,,,,,,
10/31/2013,Borno,27,Boko Haram,,,,,,,
11/2/2013,Borno,13,Boko Haram,,,,,,,
11/3/2013,Borno,30,Boko Haram,,,,,,,
11/10/2013,Borno,26,Boko Haram,,,,,,,
11/15/2013,Borno,21,Boko Haram,,,,,,,
11/15/2013,Borno,21,Boko Haram,,,,,,,
11/19/2013,Borno,0,Boko Haram,,,,,,,
11/23/2013,Borno,12,Boko Haram,,,,,,,
11/29/2013,Borno,7,Boko Haram,,,,,,,
11/29/2013,Borno,17,Boko Haram,,,,,,,
12/2/2013,Borno,27,Boko Haram,,,,,,,
12/9/2013,Borno,6,Boko Haram,,,,,,,
12/11/2013,Borno,12,Boko Haram,,,,,,,
12/12/2013,Borno,0,Boko Haram,,,,,,,
12/13/2013,Borno,4,Boko Haram,,,,,,,
12/13/2013,Borno,10,Boko Haram,,,,,,,
12/15/2013,Borno,70,Boko Haram,,,,,,,
12/29/2013,Borno,12,Boko Haram,,,,,,,
1/9/2014,Borno,39,Boko Haram,,,,,,,
1/12/2014,Borno,8,Boko Haram,,,,,,,
1/12/2014,Borno,5,Boko Haram,,,,,,,
1/14/2014,Borno,43,Boko Haram,,,,,,,
1/16/2014,Borno,72,Boko Haram,,,,,,,
1/16/2014,Borno,5,Boko Haram,,,,,,,
1/17/2014,Borno,15,Boko Haram,,,,,,,
1/18/2014,Borno,19,Boko Haram,,,,,,,
1/20/2014,Borno,1,Boko Haram,,,,,,,
1/21/2014,Borno,10,Boko Haram,,,,,,,
1/21/2014,Borno,10,Boko Haram,,,,,,,
1/22/2014,Borno,8,Boko Haram,,,,,,,
1/22/2014,Borno,8,Boko Haram,,,,,,,
1/25/2014,Borno,2,Boko Haram,,,,,,,
1/26/2014,Borno,85,Boko Haram,,,,,,,
1/31/2014,Borno,7,Boko Haram,,,,,,,
2/5/2014,Borno,5,Boko Haram,,,,,,,
2/11/2014,Borno,4,Boko Haram,,,,,,,
2/11/2014,Borno,67,Boko Haram,,,,,,,
2/13/2014,Borno,,Boko Haram,,,,,,,
2/14/2014,Borno,10,Boko Haram,,,,,,,
2/15/2014,Borno,146,Boko Haram,,,,,,,
2/18/2014,Borno,1,Boko Haram,,,,,,,
2/19/2014,Borno,198,Boko Haram,,,,,,,
2/23/2014,Borno,3,Boko Haram,,,,,,,
2/23/2014,Borno,2,Boko Haram,,,,,,,
3/1/2014,Borno,52,Boko Haram,,,,,,,
3/2/2014,Borno,36,Boko Haram,,,,,,,
3/3/2014,Borno,40,Boko Haram,,,,,,,
3/6/2014,Borno,7,Boko Haram,,,,,,,
3/10/2014,Borno,0,Boko Haram,,,,,,,
3/12/2014,Borno,11,Boko Haram,,,,,,,
3/14/2014,Borno,500,Boko Haram,,,,,,,
3/16/2014,Borno,2,Boko Haram,,,,,,,
3/20/2014,Borno,32,Boko Haram,,,,,,,
3/20/2014,Borno,70,Boko Haram,,,,,,,
3/25/2014,Borno,10,Boko Haram,,,,,,,
3/29/2014,Borno,2002,Boko Haram,,,,,,,
4/1/2014,Borno,21,Boko Haram,,,,,,,
4/6/2014,Borno,25,Boko Haram,,,,,,,
4/6/2014,Borno,45,Boko Haram,,,,,,,
4/10/2014,Borno,8,Boko Haram,,,,,,,
4/10/2014,Borno,60,Boko Haram,,,,,,,
4/10/2014,Borno,15,Boko Haram,,,,,,,
4/11/2014,Borno,8,Boko Haram,,,,,,,
4/12/2014,Borno,30,Boko Haram,,,,,,,
4/12/2014,Borno,8,Boko Haram,,,,,,,
4/14/2014,Borno,2,Boko Haram,,,,,,,
4/15/2014,Borno,18,Boko Haram,,,,,,,
4/15/2014,Borno,2,Boko Haram,,,,,,,
4/21/2014,Borno,2,Boko Haram,,,,,,,
4/25/2014,Borno,44,Boko Haram,,,,,,,
4/27/2014,Borno,0,Boko Haram,,,,,,,
5/1/2014,Borno,2,Boko Haram,,,,,,,
5/3/2014,Borno,6,Boko Haram,,,,,,,
5/4/2014,Borno,0,Boko Haram,,,,,,,
5/5/2014,Borno,336,Boko Haram,,,,,,,
5/8/2014,Borno,30,Boko Haram,,,,,,,
5/10/2014,Borno,0,Boko Haram,,,,,,,
5/13/2014,Borno,60,Boko Haram,,,,,,,
5/13/2014,Borno,200,Boko Haram,,,,,,,
5/14/2014,Borno,15,Boko Haram,,,,,,,
5/14/2014,Borno,2,Boko Haram,,,,,,,
5/17/2014,Borno,1,Boko Haram,,,,,,,
5/17/2014,Borno,40,Boko Haram,,,,,,,
5/17/2014,Borno,0,Boko Haram,,,,,,,
5/17/2014,Borno,29,Boko Haram,,,,,,,
5/19/2014,Borno,30,Boko Haram,,,,,,,
5/20/2014,Borno,20,Boko Haram,,,,,,,
5/21/2014,Borno,29,Boko Haram,,,,,,,
5/22/2014,Borno,5,Boko Haram,,,,,,,
5/22/2014,Borno,5,Boko Haram,,,,,,,
5/22/2014,Borno,20,Boko Haram,,,,,,,
5/22/2014,Borno,25,Boko Haram,,,,,,,
5/25/2014,Borno,29,Boko Haram,,,,,,,
5/26/2014,Borno,9,Boko Haram,,,,,,,
5/28/2014,Borno,40,Boko Haram,,,,,,,
5/28/2014,Borno,9,Boko Haram,,,,,,,
5/30/2014,Borno,1,Boko Haram,,,,,,,
5/31/2014,Borno,43,Boko Haram,,,,,,,
6/1/2014,Borno,49,Boko Haram,,,,,,,
6/2/2014,Borno,4,Boko Haram,,,,,,,
6/2/2014,Borno,5,Boko Haram,,,,,,,
6/3/2014,Borno,400,Boko Haram,,,,,,,
6/4/2014,Borno,45,Boko Haram,,,,,,,
6/5/2014,Borno,0,Boko Haram,,,,,,,
6/7/2014,Borno,50,Boko Haram,,,,,,,
6/9/2014,Borno,5,Boko Haram,,,,,,,
6/15/2014,Borno,25,Boko Haram,,,,,,,
6/16/2014,Borno,8,Boko Haram,,,,,,,
6/21/2014,Borno,70,Boko Haram,,,,,,,
6/21/2014,Borno,40,Boko Haram,,,,,,,
6/22/2014,Borno,31,Boko Haram,,,,,,,
6/24/2014,Borno,41,Boko Haram,,,,,,,
6/27/2014,Borno,52,Boko Haram,,,,,,,
6/27/2014,Borno,53,Boko Haram,,,,,,,
6/29/2014,Borno,56,Boko Haram,,,,,,,
6/30/2014,Borno,0,Boko Haram,,,,,,,
7/1/2014,Borno,56,Boko Haram,,,,,,,
7/4/2014,Borno,15,Boko Haram,,,,,,,
7/4/2014,Borno,7,Boko Haram,,,,,,,
7/4/2014,Borno,73,Boko Haram,,,,,,,
7/6/2014,Borno,12,Boko Haram,,,,,,,
7/7/2014,Borno,45,Boko Haram,,,,,,,
7/9/2014,Borno,15,Boko Haram,,,,,,,
7/12/2014,Borno,27,Boko Haram,,,,,,,
7/13/2014,Borno,0,Boko Haram,,,,,,,
7/14/2014,Borno,45,Boko Haram,,,,,,,
7/15/2014,Borno,9,Boko Haram,,,,,,,
7/18/2014,Borno,100,Boko Haram,,,,,,,
7/21/2014,Borno,0,Boko Haram,,,,,,,
7/22/2014,Borno,0,Boko Haram,,,,,,,
7/23/2014,Borno,12,Boko Haram,,,,,,,
7/25/2014,Borno,4,Boko Haram,,,,,,,
7/27/2014,Borno,3,Boko Haram,,,,,,,
7/30/2014,Borno,0,Boko Haram,,,,,,,
8/6/2014,Borno,24,Boko Haram,,,,,,,
8/6/2014,Borno,12,Boko Haram,,,,,,,
8/10/2014,Borno,52,Boko Haram,,,,,,,
8/10/2014,Borno,30,Boko Haram,,,,,,,
8/15/2014,Borno,22,Boko Haram,,,,,,,
8/17/2014,Borno,10,Boko Haram,,,,,,,
8/20/2014,Borno,28,Boko Haram,,,,,,,
8/25/2014,Borno,40,Boko Haram,,,,,,,
8/25/2014,Borno,16,Boko Haram,,,,,,,
8/26/2014,Borno,3,Boko Haram,,,,,,,
8/26/2014,Borno,11,Boko Haram,,,,,,,
8/27/2014,Borno,20,Boko Haram,,,,,,,
8/28/2014,Borno,14,Boko Haram,,,,,,,
9/1/2014,Borno,29,Boko Haram,,,,,,,
9/1/2014,Borno,70,Boko Haram,,,,,,,
9/1/2014,Borno,40,Boko Haram,,,,,,,
9/2/2014,Borno,180,Boko Haram,,,,,,,
9/2/2014,Borno,0,Boko Haram,,,,,,,
9/6/2014,Borno,50,Boko Haram,,,,,,,
9/7/2014,Borno,20,Boko Haram,,,,,,,
9/10/2014,Borno,3,Boko Haram,,,,,,,
9/12/2014,Borno,150,Boko Haram,,,,,,,
9/12/2014,Borno,17,Boko Haram,,,,,,,
9/16/2014,Borno,250,Boko Haram,,,,,,,
9/17/2014,Borno,150,Boko Haram,,,,,,,
9/19/2014,Borno,36,Boko Haram,,,,,,,
9/24/2014,Borno,21,Boko Haram,,,,,,,
9/26/2014,Borno,51,Boko Haram,,,,,,,
9/30/2014,Borno,3,Boko Haram,,,,,,,
10/3/2014,Borno,2,Boko Haram,,,,,,,
10/6/2014,Borno,7,Boko Haram,,,,,,,
10/17/2014,Borno,2,Boko Haram,,,,,,,
10/17/2014,Borno,6,Boko Haram,,,,,,,
10/18/2014,Borno,8,Boko Haram,,,,,,,
10/18/2014,Borno,8,Boko Haram,,,,,,,
10/19/2014,Borno,25,Boko Haram,,,,,,,
10/19/2014,Borno,5,Boko Haram,,,,,,,
10/21/2014,Borno,1,Boko Haram,,,,,,,
10/23/2014,Borno,17,Boko Haram,,,,,,,
10/25/2014,Borno,21,Boko Haram,,,,,,,
10/27/2014,Borno,3,Boko Haram,,,,,,,
10/30/2014,Borno,14,Boko Haram,,,,,,,
11/1/2014,Borno,18,Boko Haram,,,,,,,
11/5/2014,Borno,45,Boko Haram,,,,,,,
11/13/2014,Borno,30,Boko Haram,,,,,,,
11/14/2014,Borno,3,Boko Haram,,,,,,,
11/16/2014,Borno,0,Boko Haram,,,,,,,
11/16/2014,Borno,0,Boko Haram,,,,,,,
11/19/2014,Borno,45,Boko Haram,,,,,,,
11/20/2014,Borno,48,Boko Haram,,,,,,,
11/24/2014,Borno,40,Boko Haram,,,,,,,
11/24/2014,Borno,20,Boko Haram,,,,,,,
11/25/2014,Borno,78,Boko Haram,,,,,,,
11/27/2014,Borno,30,Boko Haram,,,,,,,
11/29/2014,Borno,40,Boko Haram,,,,,,,
12/1/2014,Borno,6,Boko Haram,,,,,,,
12/1/2014,Borno,70,Boko Haram,,,,,,,
12/3/2014,Borno,20,Boko Haram,,,,,,,
12/10/2014,Borno,19,Boko Haram,,,,,,,
12/14/2014,Borno,35,Boko Haram,,,,,,,
12/17/2014,Borno,10,Boko Haram,,,,,,,
12/17/2014,Borno,75,Boko Haram,,,,,,,
12/19/2014,Borno,113,Boko Haram,,,,,,,
12/20/2014,Borno,82,Boko Haram,,,,,,,
12/29/2014,Borno,15,Boko Haram,,,,,,,
12/29/2014,Borno,9,Boko Haram,,,,,,,
12/31/2014,Borno,0,Boko Haram,,,,,,,
1/3/2015,Borno,100,Boko Haram,,,,,,,
1/7/2015,Borno,100,Boko Haram,,,,,,,
1/10/2015,Borno,20,Boko Haram,,,,,,,
1/10/2015,Borno,24,Boko Haram,,,,,,,
1/12/2015,Borno,5,Boko Haram,,,,,,,
1/14/2015,Borno,42,Boko Haram,,,,,,,
1/23/2015,Borno,30,Boko Haram,,,,,,,
1/25/2015,Borno,100,Boko Haram,,,,,,,
1/25/2015,Borno,40,Boko Haram,,,,,,,
1/25/2015,Borno,,Boko Haram,,,,,,,
1/26/2015,Borno,0,Boko Haram,,,,,,,
1/29/2015,Borno,,Boko Haram,,,,,,,
2/1/2015,Borno,512,Boko Haram,,,,,,,
2/3/2015,Borno,209,Boko Haram,,,,,,,
2/7/2015,Borno,40,Boko Haram,,,,,,,
2/11/2015,Borno,13,Boko Haram,,,,,,,
2/12/2015,Borno,11,Boko Haram,,,,,,,
2/13/2015,Borno,21,Boko Haram,,,,,,,
2/16/2015,Borno,302,Boko Haram,,,,,,,
2/17/2015,Borno,37,Boko Haram,,,,,,,
2/15/2015,Borno,,Boko Haram,,,,,,,
2/20/2015,Borno,21,Boko Haram,,,,,,,
2/19/2015,Borno,30,Boko Haram,,,,,,,
2/21/2015,Borno,40,Boko Haram,,,,,,,
2/24/2015,Borno,208,Boko Haram,,,,,,,
2/26/2015,Borno,21,Boko Haram,,,,,,,
2/27/2015,Borno,15,Boko Haram,,,,,,,
2/28/2015,Borno,4,Boko Haram,,,,,,,
3/2/2015,Borno,74,Boko Haram,,,,,,,
3/2/2015,Borno,2,Boko Haram,,,,,,,
3/2/2015,Borno,221,Boko Haram,,,,,,,
3/3/2015,Borno,94,Boko Haram,,,,,,,
3/4/2015,Borno,9,Boko Haram,,,,,,,
3/7/2015,Borno,62,Boko Haram,,,,,,,
3/8/2015,Borno,5,Boko Haram,,,,,,,
3/7/2015,Borno,1,Boko Haram,,,,,,,
3/8/2015,Borno,315,Boko Haram,,,,,,,
3/10/2015,Borno,8,Boko Haram,,,,,,,
3/10/2015,Borno,34,Boko Haram,,,,,,,
3/10/2015,Borno,,Boko Haram,,,,,,,
3/15/2015,Borno,100,Boko Haram,,,,,,,
3/16/2015,Borno,,Boko Haram,,,,,,,
3/19/2015,Borno,20,Boko Haram,,,,,,,
3/21/2015,Borno,21,Boko Haram,,,,,,,
3/22/2015,Borno,2,Boko Haram,,,,,,,
3/15/2015,Borno,50,Boko Haram,,,,,,,
3/28/2015,Borno,25,Boko Haram,,,,,,,
3/29/2015,Borno,52,Boko Haram,,,,,,,
4/1/2015,Borno,209,Boko Haram,,,,,,,
4/4/2015,Borno,5,Boko Haram,,,,,,,
4/3/2015,Borno,20,Boko Haram,,,,,,,
4/5/2015,Borno,30,Boko Haram,,,,,,,
4/6/2015,Borno,60,Boko Haram,,,,,,,
4/9/2015,Borno,20,Boko Haram,,,,,,,
4/9/2015,Borno,21,Boko Haram,,,,,,,
4/9/2015,Borno,2,Boko Haram,,,,,,,
4/15/2015,Borno,12,Boko Haram,,,,,,,
4/19/2015,Borno,2,Boko Haram,,,,,,,
4/22/2015,Borno,,Boko Haram,,,,,,,
4/21/2015,Borno,10,Boko Haram,,,,,,,
4/23/2015,Borno,40,Boko Haram,,,,,,,
3/9/2015,Borno,400,Boko Haram,,,,,,,
5/3/2015,Borno,21,Boko Haram,,,,,,,
5/6/2015,Borno,29,Boko Haram,,,,,,,
5/13/2015,Borno,13,Boko Haram,,,,,,,
5/15/2015,Borno,,Boko Haram,,,,,,,
5/14/2015,Borno,6,Boko Haram,,,,,,,
5/13/2015,Borno,55,Boko Haram,,,,,,,
5/17/2015,Borno,21,Boko Haram,,,,,,,
5/22/2015,Borno,41,Boko Haram,,,,,,,
5/21/2015,Borno,40,Boko Haram,,,,,,,
5/23/2015,Borno,43,Boko Haram,,,,,,,
5/23/2015,Borno,30,Boko Haram,,,,,,,
5/29/2015,Borno,7,Boko Haram,,,,,,,
5/30/2015,Borno,13,Boko Haram,,,,,,,
5/30/2015,Borno,26,Boko Haram,,,,,,,
5/31/2015,Borno,1,Boko Haram,,,,,,,
6/2/2015,Borno,50,Boko Haram,,,,,,,
6/3/2015,Borno,2,Boko Haram,,,,,,,
6/3/2015,Borno,18,Boko Haram,,,,,,,
6/4/2015,Borno,3,Boko Haram,,,,,,,
6/6/2015,Borno,16,Boko Haram,,,,,,,
6/6/2015,Borno,3,Boko Haram,,,,,,,
6/6/2015,Borno,0,Boko Haram,,,,,,,
6/8/2015,Borno,19,Boko Haram,,,,,,,
6/9/2015,Borno,208,Boko Haram,,,,,,,
6/9/2015,Borno,3,Boko Haram,,,,,,,
6/10/2015,Borno,43,Boko Haram,,,,,,,
6/16/2015,Borno,63,Boko Haram,,,,,,,
6/13/2015,Borno,4,Boko Haram,,,,,,,
6/22/2015,Borno,30,Boko Haram,,,,,,,
6/22/2015,Borno,20,Boko Haram,,,,,,,
6/23/2015,Borno,20,Boko Haram,,,,,,,
6/27/2015,Borno,5,Boko Haram,,,,,,,
7/1/2015,Borno,2,Boko Haram,,,,,,,
6/30/2015,Borno,48,Boko Haram,,,,,,,
7/1/2015,Borno,118,Boko Haram,,,,,,,
7/2/2015,Borno,12,Boko Haram,,,,,,,
7/3/2015,Borno,11,Boko Haram,,,,,,,
7/3/2015,Borno,61,Boko Haram,,,,,,,
7/3/2015,Borno,29,Boko Haram,,,,,,,
7/7/2015,Borno,5,Boko Haram,,,,,,,
7/11/2015,Borno,11,Boko Haram,,,,,,,
7/10/2015,Borno,8,Boko Haram,,,,,,,
7/11/2015,Borno,4,Boko Haram,,,,,,,
7/13/2015,Borno,2,Boko Haram,,,,,,,
7/12/2015,Borno,7,Boko Haram,,,,,,,
7/13/2015,Borno,30,Boko Haram,,,,,,,
7/14/2015,Borno,15,Boko Haram,,,,,,,
7/14/2015,Borno,20,Boko Haram,,,,,,,
7/21/2015,Borno,2,Boko Haram,,,,,,,
7/22/2015,Borno,8,Boko Haram,,,,,,,
7/24/2015,Borno,25,Boko Haram,,,,,,,
7/24/2015,Borno,18,Boko Haram,,,,,,,
7/27/2015,Borno,29,Boko Haram,,,,,,,
7/27/2015,Borno,0,Boko Haram,,,,,,,
7/31/2015,Borno,8,Boko Haram,,,,,,,
8/1/2015,Borno,13,Boko Haram,,,,,,,
8/2/2015,Borno,,Boko Haram,,,,,,,
8/4/2015,Borno,23,Boko Haram,,,,,,,
8/9/2015,Borno,4,Boko Haram,,,,,,,
8/11/2015,Borno,50,Boko Haram,,,,,,,
8/11/2015,Borno,8,Boko Haram,,,,,,,
8/12/2015,Borno,18,Boko Haram,,,,,,,
8/15/2015,Borno,5,Boko Haram,,,,,,,
8/17/2015,Borno,7,Boko Haram,,,,,,,
8/19/2015,Borno,20,Boko Haram,,,,,,,
8/21/2015,Borno,40,Boko Haram,,,,,,,
8/21/2015,Borno,2,Boko Haram,,,,,,,
8/23/2015,Borno,11,Boko Haram,,,,,,,
8/25/2015,Borno,3,Boko Haram,,,,,,,
8/25/2015,Borno,24,Boko Haram,,,,,,,
8/27/2015,Borno,4,Boko Haram,,,,,,,
8/28/2015,Borno,68,Boko Haram,,,,,,,
8/29/2015,Borno,4,Boko Haram,,,,,,,
8/30/2015,Borno,7,Boko Haram,,,,,,,
8/31/2015,Borno,26,Boko Haram,,,,,,,
9/2/2015,Borno,5,Boko Haram,,,,,,,
8/31/2015,Borno,24,Boko Haram,,,,,,,
9/4/2015,Borno,30,Boko Haram,,,,,,,
9/3/2015,Borno,53,Boko Haram,,,,,,,
9/20/2015,Borno,117,Boko Haram,,,,,,,
9/20/2015,Borno,27,Boko Haram,,,,,,,
9/24/2015,Borno,20,Boko Haram,,,,,,,
9/24/2015,Borno,5,Boko Haram,,,,,,,
9/27/2015,Borno,20,Boko Haram,,,,,,,
9/28/2015,Borno,1,Boko Haram,,,,,,,
10/1/2015,Borno,19,Boko Haram,,,,,,,
10/2/2015,Borno,20,Boko Haram,,,,,,,
10/6/2015,Borno,20,Boko Haram,,,,,,,
10/10/2015,Borno,2,Boko Haram,,,,,,,
10/13/2015,Borno,7,Boko Haram,,,,,,,
10/15/2015,Borno,35,Boko Haram,,,,,,,
10/16/2015,Borno,26,Boko Haram,,,,,,,
10/18/2015,Borno,1,Boko Haram,,,,,,,
10/21/2015,Borno,20,Boko Haram,,,,,,,
10/23/2015,Borno,28,Boko Haram,,,,,,,
10/24/2015,Borno,5,Boko Haram,,,,,,,
10/25/2015,Borno,4,Boko Haram,,,,,,,
11/1/2015,Borno,4,Boko Haram,,,,,,,
11/4/2015,Borno,0,Boko Haram,,,,,,,
11/13/2015,Borno,9,Boko Haram,,,,,,,
11/14/2015,Borno,5,Boko Haram,,,,,,,
11/16/2015,Borno,26,Boko Haram,,,,,,,
11/18/2015,Borno,0,Boko Haram,,,,,,,
11/22/2015,Borno,8,Boko Haram,,,,,,,
11/23/2015,Borno,11,Boko Haram,,,,,,,
11/27/2015,Borno,3,Boko Haram,,,,,,,
11/29/2015,Borno,7,Boko Haram,,,,,,,
12/4/2015,Borno,5,Boko Haram,,,,,,,
12/4/2015,Borno,3,Boko Haram,,,,,,,
12/6/2015,Borno,8,Boko Haram,,,,,,,
12/6/2015,Borno,0,Boko Haram,,,,,,,
12/10/2015,Borno,14,Boko Haram,,,,,,,
12/12/2015,Borno,30,Boko Haram,,,,,,,
12/15/2015,Borno,2,Boko Haram,,,,,,,
12/19/2015,Borno,20,Boko Haram,,,,,,,
12/20/2015,Borno,9,Boko Haram,,,,,,,
12/25/2015,Borno,16,Boko Haram,,,,,,,
12/27/2015,Borno,10,Boko Haram,,,,,,,
12/28/2015,Borno,52,Boko Haram,,,,,,,
1/5/2016,Borno,26,Boko Haram,,,,,,,
1/18/2016,Borno,10,Boko Haram,,,,,,,
1/20/2016,Borno,3,Boko Haram,,,,,,,
1/20/2016,Borno,20,Boko Haram,,,,,,,
1/20/2016,Borno,3,Boko Haram,,,,,,,
1/21/2016,Borno,8,Boko Haram,,,,,,,
1/21/2016,Borno,20,Boko Haram,,,,,,,
1/21/2016,Borno,4,Boko Haram,,,,,,,
1/22/2016,Borno,10,Boko Haram,,,,,,,
1/22/2016,Borno,3,Boko Haram,,,,,,,
1/27/2016,Borno,16,Boko Haram,,,,,,,
1/30/2016,Borno,86,Boko Haram,,,,,,,
1/30/2016,Borno,5,Boko Haram,,,,,,,
2/1/2016,Borno,6,Boko Haram,,,,,,,
2/2/2016,Borno,2,Boko Haram,,,,,,,
2/5/2016,Borno,4,Boko Haram,,,,,,,
2/5/2016,Borno,5,Boko Haram,,,,,,,
2/9/2016,Borno,60,Boko Haram,,,,,,,
2/11/2016,Borno,29,Boko Haram,,,,,,,
2/11/2016,Borno,4,Boko Haram,,,,,,,
2/12/2016,Borno,8,Boko Haram,,,,,,,
2/13/2016,Borno,22,Boko Haram,,,,,,,
2/14/2016,Borno,164,Boko Haram,,,,,,,
2/17/2016,Borno,10,Boko Haram,,,,,,,
2/24/2016,Borno,28,Boko Haram,,,,,,,
2/26/2016,Borno,94,Boko Haram,,,,,,,
2/27/2016,Borno,37,Boko Haram,,,,,,,
3/4/2016,Borno,5,Boko Haram,,,,,,,
3/5/2016,Borno,3,Boko Haram,,,,,,,
3/8/2016,Borno,,Boko Haram,,,,,,,
3/10/2016,Borno,1,Boko Haram,,,,,,,
3/13/2016,Borno,17,Boko Haram,,,,,,,
3/14/2016,Borno,15,Boko Haram,,,,,,,
3/15/2016,Borno,5,Boko Haram,,,,,,,
3/16/2016,Borno,27,Boko Haram,,,,,,,
3/16/2016,Borno,2,Boko Haram,,,,,,,
3/23/2016,Borno,59,Boko Haram,,,,,,,
3/25/2016,Borno,2,Boko Haram,,,,,,,
3/25/2016,Borno,5,Boko Haram,,,,,,,
3/26/2016,Borno,4,Boko Haram,,,,,,,
3/31/2016,Borno,9,Boko Haram,,,,,,,
4/3/2016,Borno,5,Boko Haram,,,,,,,
4/8/2016,Borno,5,Boko Haram,,,,,,,
4/8/2016,Borno,7,Boko Haram,,,,,,,
4/8/2016,Borno,28,Boko Haram,,,,,,,
4/18/2016,Borno,30,Boko Haram,,,,,,,
4/19/2016,Borno,6,Boko Haram,,,,,,,
4/20/2016,Borno,9,Boko Haram,,,,,,,
4/23/2016,Borno,1,Boko Haram,,,,,,,
4/29/2016,Borno,9,Boko Haram,,,,,,,
4/24/2016,Borno,30,Boko Haram,,,,,,,
5/1/2016,Borno,9,Boko Haram,,,,,,,
5/11/2016,Borno,1,Boko Haram,,,,,,,
5/12/2016,Borno,8,Boko Haram,,,,,,,
5/14/2016,Borno,2,Boko Haram,,,,,,,
5/23/2016,Borno,1,Boko Haram,,,,,,,
5/24/2016,Borno,13,Boko Haram,,,,,,,
5/29/2016,Borno,4,Boko Haram,,,,,,,
6/2/2016,Borno,19,Boko Haram,,,,,,,
6/2/2016,Borno,9,Boko Haram,,,,,,,
6/10/2016,Borno,4,Boko Haram,,,,,,,
6/12/2016,Borno,6,Boko Haram,,,,,,,
6/14/2016,Borno,4,Boko Haram,,,,,,,
6/15/2016,Borno,6,Boko Haram,,,,,,,
6/18/2016,Borno,2,Boko Haram,,,,,,,
6/26/2016,Borno,2,Boko Haram,,,,,,,
6/30/2016,Borno,2,Boko Haram,,,,,,,
7/1/2016,Borno,1,Boko Haram,,,,,,,
7/4/2016,Borno,3,Boko Haram,,,,,,,
7/8/2016,Borno,11,Boko Haram,,,,,,,
7/8/2016,Borno,3,Boko Haram,,,,,,,
7/8/2016,Borno,25,Boko Haram,,,,,,,
7/12/2016,Borno,27,Boko Haram,,,,,,,
7/15/2016,Borno,2,Boko Haram,,,,,,,
7/19/2016,Borno,12,Boko Haram,,,,,,,
7/18/2016,Borno,5,Boko Haram,,,,,,,
7/21/2016,Borno,40,Boko Haram,,,,,,,
7/24/2016,Borno,2,Boko Haram,,,,,,,
7/28/2016,Borno,0,Boko Haram,,,,,,,
8/14/2016,Borno,16,Boko Haram,,,,,,,
8/15/2016,Borno,5,Boko Haram,,,,,,,
8/20/2016,Borno,7,Boko Haram,,,,,,,
8/21/2016,Borno,0,Boko Haram,,,,,,,
9/1/2016,Borno,6,Boko Haram,,,,,,,
9/8/2016,Borno,2,Boko Haram,,,,,,,
9/10/2016,Borno,1,Boko Haram,,,,,,,
9/11/2016,Borno,1,Boko Haram,,,,,,,
9/18/2016,Borno,8,Boko Haram,,,,,,,
9/19/2016,Borno,6,Boko Haram,,,,,,,
9/19/2016,Borno,4,Boko Haram,,,,,,,
9/20/2016,Borno,60,Boko Haram,,,,,,,
9/22/2016,Borno,17,Boko Haram,,,,,,,
9/25/2016,Borno,26,Boko Haram,,,,,,,
9/25/2016,Borno,7,Boko Haram,,,,,,,
9/26/2016,Borno,3,Boko Haram,,,,,,,
10/6/2016,Borno,2,Boko Haram,,,,,,,
10/6/2016,Borno,1,Boko Haram,,,,,,,
10/10/2016,Borno,6,Boko Haram,,,,,,,
10/11/2016,Borno,2,Boko Haram,,,,,,,
10/12/2016,Borno,18,Boko Haram,,,,,,,
10/17/2016,Borno,20,Boko Haram,,,,,,,
10/18/2016,Borno,0,Boko Haram,,,,,,,
10/29/2016,Borno,9,Boko Haram,,,,,,,
10/30/2016,Borno,1,Boko Haram,,,,,,,
10/29/2016,Borno,22,Boko Haram,,,,,,,
11/1/2016,Borno,8,Boko Haram,,,,,,,
11/3/2016,Borno,2,Boko Haram,,,,,,,
11/3/2016,Borno,6,Boko Haram,,,,,,,
11/4/2016,Borno,21,Boko Haram,,,,,,,
11/5/2016,Borno,2,Boko Haram,,,,,,,
11/5/2016,Borno,38,Boko Haram,,,,,,,
11/5/2016,Borno,6,Boko Haram,,,,,,,
11/7/2016,Borno,14,Boko Haram,,,,,,,
11/11/2016,Borno,3,Boko Haram,,,,,,,
11/14/2016,Borno,9,Boko Haram,,,,,,,
11/14/2016,Borno,2,Boko Haram,,,,,,,
11/15/2016,Borno,13,Boko Haram,,,,,,,
11/18/2016,Borno,6,Boko Haram,,,,,,,
11/19/2016,Borno,1,Boko Haram,,,,,,,
11/19/2016,Borno,7,Boko Haram,,,,,,,
11/19/2016,Borno,11,Boko Haram,,,,,,,
11/23/2016,Borno,2,Boko Haram,,,,,,,
11/23/2016,Borno,5,Boko Haram,,,,,,,
11/26/2016,Borno,0,Boko Haram,,,,,,,
11/26/2016,Borno,30,Boko Haram,,,,,,,
12/4/2016,Borno,14,Boko Haram,,,,,,,
12/5/2016,Borno,22,Boko Haram,,,,,,,
12/11/2016,Borno,9,Boko Haram,,,,,,,
12/12/2016,Borno,2,Boko Haram,,,,,,,
12/18/2016,Borno,1,Boko Haram,,,,,,,
12/18/2016,Borno,2,Boko Haram,,,,,,,
12/22/2016,Borno,2,Boko Haram,,,,,,,
12/22/2016,Borno,2,Boko Haram,,,,,,,
12/23/2016,Borno,,Boko Haram,,,,,,,
