Date,state,Death,type,,,,,,,
4/5/2020,Ogun,0,Other Armed Actor,,,,,,,
4/25/2020,Ogun,1,Other Armed Actor,,,,,,,
4/30/2020,Ogun,3,Other Armed Actor,,,,,,,
5/1/2020,Ogun,1,Other Armed Actor,,,,,,,
5/2/2020,Ogun,3,Other Armed Actor,,,,,,,
5/8/2020,Ogun,0,Other Armed Actor,,,,,,,
7/28/2020,Ogun,2,Other Armed Actor,,,,,,,
10/20/2020,Ogun,1,Other Armed Actor,,,,,,,
10/21/2020,Ogun,2,Other Armed Actor,,,,,,,
11/18/2020,Ogun,1,Other Armed Actor,,,,,,,
12/3/2020,Ogun,0,Other Armed Actor,,,,,,,
12/3/2020,Ogun,0,Other Armed Actor,,,,,,,
12/4/2020,Ogun,0,Other Armed Actor,,,,,,,
12/7/2020,Ogun,20,Other Armed Actor,,,,,,,
1/10/2021,Ogun,1,Other Armed Actor,,,,,,,
1/31/2021,Ogun,1,Other Armed Actor,,,,,,,
2/1/2021,Ogun,1,Other Armed Actor,,,,,,,
2/2/2021,Ogun,0,Other Armed Actor,,,,,,,
2/5/2021,Ogun,6,Other Armed Actor,,,,,,,
2/10/2021,Ogun,1,Other Armed Actor,,,,,,,
4/27/2021,Ogun,2,Other Armed Actor,,,,,,,
5/6/2021,Ogun,2,Other Armed Actor,,,,,,,
5/26/2021,Ogun,2,Other Armed Actor,,,,,,,
6/3/2021,Ogun,0,Other Armed Actor,,,,,,,
6/19/2021,Ogun,1,Other Armed Actor,,,,,,,
7/22/2021,Ogun,2,Other Armed Actor,,,,,,,
8/21/2021,Ogun,2,Other Armed Actor,,,,,,,
8/21/2021,Ogun,0,Other Armed Actor,,,,,,,
9/3/2021,Ogun,1,Other Armed Actor,,,,,,,
9/11/2021,Ogun,1,Other Armed Actor,,,,,,,
9/28/2021,Ogun,0,Other Armed Actor,,,,,,,
10/16/2021,Ogun,7,Other Armed Actor,,,,,,,
10/25/2021,Ogun,0,Other Armed Actor,,,,,,,
10/25/2021,Ogun,1,Other Armed Actor,,,,,,,
10/26/2021,Ogun,2,Other Armed Actor,,,,,,,
11/22/2021,Ogun,0,Other Armed Actor,,,,,,,
12/5/2021,Ogun,1,Other Armed Actor,,,,,,,
12/24/2021,Ogun,1,Other Armed Actor,,,,,,,
1/24/2022,Ogun,5,Other Armed Actor,,,,,,,
1/25/2022,Ogun,3,Other Armed Actor,,,,,,,
1/26/2022,Ogun,1,Other Armed Actor,,,,,,,
2/6/2022,Ogun,1,Other Armed Actor,,,,,,,
2/12/2022,Ogun,2,Other Armed Actor,,,,,,,
2/12/2022,Ogun,1,Other Armed Actor,,,,,,,
2/20/2022,Ogun,2,Other Armed Actor,,,,,,,
3/1/2022,Ogun,5,Other Armed Actor,,,,,,,
3/8/2022,Ogun,1,Other Armed Actor,,,,,,,
3/9/2022,Ogun,1,Other Armed Actor,,,,,,,
3/24/2022,Ogun,1,Other Armed Actor,,,,,,,
3/27/2022,Ogun,8,Other Armed Actor,,,,,,,
5/22/2022,Ogun,1,Other Armed Actor,,,,,,,
5/23/2022,Ogun,2,Other Armed Actor,,,,,,,
5/24/2022,Ogun,1,Other Armed Actor,,,,,,,
12/3/2011,Ondo,1,Other Armed Actor,,,,,,,
4/10/2012,Ondo,0,Other Armed Actor,,,,,,,
1/6/2014,Ondo,0,Other Armed Actor,,,,,,,
12/19/2014,Ondo,0,Other Armed Actor,,,,,,,
12/24/2014,Ondo,1,Other Armed Actor,,,,,,,
1/24/2015,Ondo,2,Other Armed Actor,,,,,,,
8/8/2015,Ondo,1,Other Armed Actor,,,,,,,
8/31/2015,Ondo,3,Other Armed Actor,,,,,,,
10/20/2015,Ondo,0,Other Armed Actor,,,,,,,
2/25/2016,Ondo,1,Other Armed Actor,,,,,,,
7/4/2016,Ondo,2,Other Armed Actor,,,,,,,
9/2/2016,Ondo,1,Other Armed Actor,,,,,,,
12/18/2016,Ondo,1,Other Armed Actor,,,,,,,
2/5/2017,Ondo,0,Other Armed Actor,,,,,,,
2/26/2017,Ondo,4,Other Armed Actor,,,,,,,
4/14/2017,Ondo,1,Other Armed Actor,,,,,,,
5/1/2017,Ondo,21,Other Armed Actor,,,,,,,
5/26/2017,Ondo,2,Other Armed Actor,,,,,,,
6/25/2017,Ondo,10,Other Armed Actor,,,,,,,
9/10/2017,Ondo,1,Other Armed Actor,,,,,,,
12/13/2017,Ondo,0,Other Armed Actor,,,,,,,
1/15/2018,Ondo,0,Other Armed Actor,,,,,,,
5/19/2018,Ondo,0,Other Armed Actor,,,,,,,
6/21/2018,Ondo,2,Other Armed Actor,,,,,,,
6/22/2018,Ondo,1,Other Armed Actor,,,,,,,
8/6/2018,Ondo,1,Other Armed Actor,,,,,,,
10/29/2018,Ondo,1,Other Armed Actor,,,,,,,
11/9/2018,Ondo,0,Other Armed Actor,,,,,,,
11/29/2018,Ondo,1,Other Armed Actor,,,,,,,
12/2/2018,Ondo,1,Other Armed Actor,,,,,,,
12/31/2018,Ondo,2,Other Armed Actor,,,,,,,
1/21/2019,Ondo,1,Other Armed Actor,,,,,,,
1/22/2019,Ondo,1,Other Armed Actor,,,,,,,
2/17/2019,Ondo,4,Other Armed Actor,,,,,,,
3/30/2019,Ondo,3,Other Armed Actor,,,,,,,
4/4/2019,Ondo,1,Other Armed Actor,,,,,,,
6/14/2019,Ondo,1,Other Armed Actor,,,,,,,
8/5/2019,Ondo,1,Other Armed Actor,,,,,,,
11/15/2019,Ondo,1,Other Armed Actor,,,,,,,
12/2/2019,Ondo,1,Other Armed Actor,,,,,,,
1/14/2020,Ondo,4,Other Armed Actor,,,,,,,
2/16/2020,Ondo,1,Other Armed Actor,,,,,,,
2/17/2020,Ondo,2,Other Armed Actor,,,,,,,
2/27/2020,Ondo,1,Other Armed Actor,,,,,,,
3/5/2020,Ondo,1,Other Armed Actor,,,,,,,
4/16/2020,Ondo,1,Other Armed Actor,,,,,,,
4/28/2020,Ondo,1,Other Armed Actor,,,,,,,
6/18/2020,Ondo,1,Other Armed Actor,,,,,,,
10/22/2020,Ondo,0,Other Armed Actor,,,,,,,
10/22/2020,Ondo,2,Other Armed Actor,,,,,,,
10/29/2020,Ondo,1,Other Armed Actor,,,,,,,
11/11/2020,Ondo,0,Other Armed Actor,,,,,,,
12/6/2020,Ondo,0,Other Armed Actor,,,,,,,
12/8/2020,Ondo,0,Other Armed Actor,,,,,,,
12/26/2020,Ondo,1,Other Armed Actor,,,,,,,
12/28/2020,Ondo,2,Other Armed Actor,,,,,,,
12/30/2020,Ondo,2,Other Armed Actor,,,,,,,
1/16/2021,Ondo,1,Other Armed Actor,,,,,,,
2/10/2021,Ondo,2,Other Armed Actor,,,,,,,
2/27/2021,Ondo,1,Other Armed Actor,,,,,,,
3/7/2021,Ondo,0,Other Armed Actor,,,,,,,
3/9/2021,Ondo,2,Other Armed Actor,,,,,,,
4/3/2021,Ondo,0,Other Armed Actor,,,,,,,
5/4/2021,Ondo,0,Other Armed Actor,,,,,,,
5/4/2021,Ondo,6,Other Armed Actor,,,,,,,
5/8/2021,Ondo,0,Other Armed Actor,,,,,,,
6/19/2021,Ondo,1,Other Armed Actor,,,,,,,
6/20/2021,Ondo,3,Other Armed Actor,,,,,,,
7/23/2021,Ondo,3,Other Armed Actor,,,,,,,
10/25/2021,Ondo,1,Other Armed Actor,,,,,,,
11/25/2021,Ondo,3,Other Armed Actor,,,,,,,
11/28/2021,Ondo,1,Other Armed Actor,,,,,,,
11/25/2021,Ondo,1,Other Armed Actor,,,,,,,
12/7/2021,Ondo,1,Other Armed Actor,,,,,,,
12/15/2021,Ondo,0,Other Armed Actor,,,,,,,
1/11/2022,Ondo,1,Other Armed Actor,,,,,,,
1/23/2022,Ondo,2,Other Armed Actor,,,,,,,
1/28/2022,Ondo,1,Other Armed Actor,,,,,,,
3/9/2022,Ondo,1,Other Armed Actor,,,,,,,
3/19/2022,Ondo,0,Other Armed Actor,,,,,,,
3/17/2022,Ondo,2,Other Armed Actor,,,,,,,
4/4/2022,Ondo,0,Other Armed Actor,,,,,,,
5/11/2022,Ondo,0,Other Armed Actor,,,,,,,
6/5/2022,Ondo,40,Other Armed Actor,,,,,,,
10/25/2011,Osun,1,Other Armed Actor,,,,,,,
1/10/2012,Osun,1,Other Armed Actor,,,,,,,
11/6/2012,Osun,0,Other Armed Actor,,,,,,,
11/6/2012,Osun,0,Other Armed Actor,,,,,,,
8/8/2014,Osun,0,Other Armed Actor,,,,,,,
11/17/2014,Osun,1,Other Armed Actor,,,,,,,
11/22/2014,Osun,0,Other Armed Actor,,,,,,,
12/15/2014,Osun,0,Other Armed Actor,,,,,,,
4/14/2015,Osun,0,Other Armed Actor,,,,,,,
6/10/2015,Osun,1,Other Armed Actor,,,,,,,
7/14/2015,Osun,1,Other Armed Actor,,,,,,,
8/21/2015,Osun,0,Other Armed Actor,,,,,,,
11/22/2015,Osun,3,Other Armed Actor,,,,,,,
12/18/2016,Osun,5,Other Armed Actor,,,,,,,
8/5/2017,Osun,1,Other Armed Actor,,,,,,,
3/8/2018,Osun,2,Other Armed Actor,,,,,,,
4/27/2018,Osun,0,Other Armed Actor,,,,,,,
9/24/2018,Osun,0,Other Armed Actor,,,,,,,
9/27/2018,Osun,0,Other Armed Actor,,,,,,,
12/2/2018,Osun,1,Other Armed Actor,,,,,,,
3/17/2019,Osun,0,Other Armed Actor,,,,,,,
3/20/2019,Osun,0,Other Armed Actor,,,,,,,
5/3/2019,Osun,0,Other Armed Actor,,,,,,,
5/26/2019,Osun,1,Other Armed Actor,,,,,,,
6/13/2019,Osun,0,Other Armed Actor,,,,,,,
11/8/2019,Osun,1,Other Armed Actor,,,,,,,
11/24/2019,Osun,1,Other Armed Actor,,,,,,,
12/26/2019,Osun,2,Other Armed Actor,,,,,,,
12/27/2019,Osun,1,Other Armed Actor,,,,,,,
4/10/2020,Osun,1,Other Armed Actor,,,,,,,
6/22/2020,Osun,2,Other Armed Actor,,,,,,,
9/5/2020,Osun,1,Other Armed Actor,,,,,,,
9/16/2020,Osun,1,Other Armed Actor,,,,,,,
10/17/2020,Osun,3,Other Armed Actor,,,,,,,
10/21/2020,Osun,0,Other Armed Actor,,,,,,,
10/23/2020,Osun,0,Other Armed Actor,,,,,,,
10/24/2020,Osun,0,Other Armed Actor,,,,,,,
10/24/2020,Osun,1,Other Armed Actor,,,,,,,
10/26/2020,Osun,2,Other Armed Actor,,,,,,,
12/10/2020,Osun,3,Other Armed Actor,,,,,,,
12/24/2020,Osun,1,Other Armed Actor,,,,,,,
12/29/2020,Osun,4,Other Armed Actor,,,,,,,
1/2/2021,Osun,1,Other Armed Actor,,,,,,,
1/10/2021,Osun,0,Other Armed Actor,,,,,,,
1/12/2021,Osun,0,Other Armed Actor,,,,,,,
2/1/2021,Osun,1,Other Armed Actor,,,,,,,
2/8/2021,Osun,0,Other Armed Actor,,,,,,,
3/13/2021,Osun,6,Other Armed Actor,,,,,,,
3/20/2021,Osun,1,Other Armed Actor,,,,,,,
3/28/2021,Osun,3,Other Armed Actor,,,,,,,
3/28/2021,Osun,0,Other Armed Actor,,,,,,,
4/10/2021,Osun,1,Other Armed Actor,,,,,,,
5/11/2021,Osun,2,Other Armed Actor,,,,,,,
5/14/2021,Osun,2,Other Armed Actor,,,,,,,
5/20/2021,Osun,2,Other Armed Actor,,,,,,,
5/21/2021,Osun,1,Other Armed Actor,,,,,,,
5/22/2021,Osun,0,Other Armed Actor,,,,,,,
6/3/2021,Osun,1,Other Armed Actor,,,,,,,
6/6/2021,Osun,1,Other Armed Actor,,,,,,,
6/9/2021,Osun,1,Other Armed Actor,,,,,,,
6/9/2021,Osun,1,Other Armed Actor,,,,,,,
6/29/2021,Osun,0,Other Armed Actor,,,,,,,
8/14/2021,Osun,0,Other Armed Actor,,,,,,,
8/20/2021,Osun,7,Other Armed Actor,,,,,,,
8/25/2021,Osun,3,Other Armed Actor,,,,,,,
8/25/2021,Osun,4,Other Armed Actor,,,,,,,
9/13/2021,Osun,1,Other Armed Actor,,,,,,,
10/2/2021,Osun,3,Other Armed Actor,,,,,,,
11/18/2021,Osun,0,Other Armed Actor,,,,,,,
12/11/2021,Osun,1,Other Armed Actor,,,,,,,
12/20/2021,Osun,0,Other Armed Actor,,,,,,,
12/27/2021,Osun,1,Other Armed Actor,,,,,,,
12/31/2021,Osun,1,Other Armed Actor,,,,,,,
1/4/2022,Osun,4,Other Armed Actor,,,,,,,
1/9/2022,Osun,1,Other Armed Actor,,,,,,,
1/21/2022,Osun,1,Other Armed Actor,,,,,,,
1/29/2022,Osun,5,Other Armed Actor,,,,,,,
2/3/2022,Osun,0,Other Armed Actor,,,,,,,
2/9/2022,Osun,2,Other Armed Actor,,,,,,,
2/18/2022,Osun,0,Other Armed Actor,,,,,,,
2/21/2022,Osun,10,Other Armed Actor,,,,,,,
2/27/2022,Osun,1,Other Armed Actor,,,,,,,
4/11/2022,Osun,1,Other Armed Actor,,,,,,,
1/15/2013,Oyo,1,Other Armed Actor,,,,,,,
3/26/2013,Oyo,1,Other Armed Actor,,,,,,,
12/11/2013,Oyo,1,Other Armed Actor,,,,,,,
8/26/2014,Oyo,0,Other Armed Actor,,,,,,,
12/12/2014,Oyo,2,Other Armed Actor,,,,,,,
12/23/2014,Oyo,0,Other Armed Actor,,,,,,,
4/26/2015,Oyo,0,Other Armed Actor,,,,,,,
10/18/2015,Oyo,1,Other Armed Actor,,,,,,,
2/23/2016,Oyo,6,Other Armed Actor,,,,,,,
7/1/2016,Oyo,1,Other Armed Actor,,,,,,,
11/22/2016,Oyo,11,Other Armed Actor,,,,,,,
12/12/2016,Oyo,1,Other Armed Actor,,,,,,,
6/6/2017,Oyo,1,Other Armed Actor,,,,,,,
7/16/2017,Oyo,1,Other Armed Actor,,,,,,,
9/25/2017,Oyo,0,Other Armed Actor,,,,,,,
8/27/2018,Oyo,1,Other Armed Actor,,,,,,,
9/8/2018,Oyo,2,Other Armed Actor,,,,,,,
9/8/2018,Oyo,1,Other Armed Actor,,,,,,,
11/22/2018,Oyo,0,Other Armed Actor,,,,,,,
1/6/2019,Oyo,0,Other Armed Actor,,,,,,,
5/7/2019,Oyo,0,Other Armed Actor,,,,,,,
6/16/2019,Oyo,5,Other Armed Actor,,,,,,,
7/13/2019,Oyo,1,Other Armed Actor,,,,,,,
8/2/2019,Oyo,1,Other Armed Actor,,,,,,,
8/15/2019,Oyo,0,Other Armed Actor,,,,,,,
10/29/2019,Oyo,2,Other Armed Actor,,,,,,,
11/20/2019,Oyo,1,Other Armed Actor,,,,,,,
1/22/2020,Oyo,1,Other Armed Actor,,,,,,,
1/23/2020,Oyo,1,Other Armed Actor,,,,,,,
2/3/2020,Oyo,1,Other Armed Actor,,,,,,,
3/29/2020,Oyo,2,Other Armed Actor,,,,,,,
4/11/2020,Oyo,1,Other Armed Actor,,,,,,,
6/1/2020,Oyo,1,Other Armed Actor,,,,,,,
6/4/2020,Oyo,1,Other Armed Actor,,,,,,,
6/13/2020,Oyo,1,Other Armed Actor,,,,,,,
6/13/2020,Oyo,1,Other Armed Actor,,,,,,,
6/22/2020,Oyo,1,Other Armed Actor,,,,,,,
6/24/2020,Oyo,1,Other Armed Actor,,,,,,,
6/29/2020,Oyo,0,Other Armed Actor,,,,,,,
7/12/2020,Oyo,1,Other Armed Actor,,,,,,,
7/20/2020,Oyo,1,Other Armed Actor,,,,,,,
7/29/2020,Oyo,5,Other Armed Actor,,,,,,,
8/13/2020,Oyo,2,Other Armed Actor,,,,,,,
8/13/2020,Oyo,1,Other Armed Actor,,,,,,,
8/21/2020,Oyo,1,Other Armed Actor,,,,,,,
8/24/2020,Oyo,1,Other Armed Actor,,,,,,,
10/20/2020,Oyo,8,Other Armed Actor,,,,,,,
10/22/2020,Oyo,2,Other Armed Actor,,,,,,,
10/22/2020,Oyo,6,Other Armed Actor,,,,,,,
10/25/2020,Oyo,1,Other Armed Actor,,,,,,,
11/7/2020,Oyo,0,Other Armed Actor,,,,,,,
11/17/2020,Oyo,1,Other Armed Actor,,,,,,,
11/19/2020,Oyo,3,Other Armed Actor,,,,,,,
12/1/2020,Oyo,1,Other Armed Actor,,,,,,,
12/4/2020,Oyo,2,Other Armed Actor,,,,,,,
12/11/2020,Oyo,1,Other Armed Actor,,,,,,,
12/11/2020,Oyo,1,Other Armed Actor,,,,,,,
1/2/2021,Oyo,3,Other Armed Actor,,,,,,,
1/3/2021,Oyo,0,Other Armed Actor,,,,,,,
1/15/2021,Oyo,2,Other Armed Actor,,,,,,,
1/25/2021,Oyo,1,Other Armed Actor,,,,,,,
1/25/2021,Oyo,0,Other Armed Actor,,,,,,,
1/26/2021,Oyo,0,Other Armed Actor,,,,,,,
1/28/2021,Oyo,2,Other Armed Actor,,,,,,,
2/5/2021,Oyo,0,Other Armed Actor,,,,,,,
2/21/2021,Oyo,3,Other Armed Actor,,,,,,,
2/21/2021,Oyo,4,Other Armed Actor,,,,,,,
3/1/2021,Oyo,2,Other Armed Actor,,,,,,,
3/2/2021,Oyo,0,Other Armed Actor,,,,,,,
3/8/2021,Oyo,4,Other Armed Actor,,,,,,,
3/11/2021,Oyo,5,Other Armed Actor,,,,,,,
4/7/2021,Oyo,0,Other Armed Actor,,,,,,,
4/20/2021,Oyo,1,Other Armed Actor,,,,,,,
4/26/2021,Oyo,0,Other Armed Actor,,,,,,,
5/13/2021,Oyo,5,Other Armed Actor,,,,,,,
5/29/2021,Oyo,1,Other Armed Actor,,,,,,,
6/2/2021,Oyo,3,Other Armed Actor,,,,,,,
6/16/2021,Oyo,2,Other Armed Actor,,,,,,,
6/17/2021,Oyo,11,Other Armed Actor,,,,,,,
6/19/2021,Oyo,1,Other Armed Actor,,,,,,,
6/21/2021,Oyo,1,Other Armed Actor,,,,,,,
6/25/2021,Oyo,1,Other Armed Actor,,,,,,,
7/16/2021,Oyo,4,Other Armed Actor,,,,,,,
7/16/2021,Oyo,0,Other Armed Actor,,,,,,,
7/25/2021,Oyo,1,Other Armed Actor,,,,,,,
7/31/2021,Oyo,1,Other Armed Actor,,,,,,,
10/22/2021,Oyo,4,Other Armed Actor,,,,,,,
1/8/2022,Oyo,1,Other Armed Actor,,,,,,,
2/10/2022,Oyo,1,Other Armed Actor,,,,,,,
2/12/2022,Oyo,1,Other Armed Actor,,,,,,,
3/2/2022,Oyo,1,Other Armed Actor,,,,,,,
3/9/2022,Oyo,1,Other Armed Actor,,,,,,,
3/14/2022,Oyo,0,Other Armed Actor,,,,,,,
4/11/2022,Oyo,0,Other Armed Actor,,,,,,,
4/26/2022,Oyo,3,Other Armed Actor,,,,,,,
12/10/2011,Plateau,1,Other Armed Actor,,,,,,,
3/19/2012,Plateau,0,Other Armed Actor,,,,,,,
4/13/2012,Plateau,2,Other Armed Actor,,,,,,,
4/23/2012,Plateau,3,Other Armed Actor,,,,,,,
6/13/2012,Plateau,3,Other Armed Actor,,,,,,,
6/27/2012,Plateau,3,Other Armed Actor,,,,,,,
7/6/2012,Plateau,1,Other Armed Actor,,,,,,,
7/17/2012,Plateau,6,Other Armed Actor,,,,,,,
9/26/2012,Plateau,2,Other Armed Actor,,,,,,,
10/21/2012,Plateau,2,Other Armed Actor,,,,,,,
10/21/2012,Plateau,2,Other Armed Actor,,,,,,,
11/15/2012,Plateau,0,Other Armed Actor,,,,,,,
12/12/2012,Plateau,2,Other Armed Actor,,,,,,,
12/12/2012,Plateau,4,Other Armed Actor,,,,,,,
12/26/2012,Plateau,2,Other Armed Actor,,,,,,,
12/30/2012,Plateau,2,Other Armed Actor,,,,,,,
12/30/2012,Plateau,1,Other Armed Actor,,,,,,,
1/9/2013,Plateau,2,Other Armed Actor,,,,,,,
1/15/2013,Plateau,4,Other Armed Actor,,,,,,,
2/12/2013,Plateau,3,Other Armed Actor,,,,,,,
3/17/2013,Plateau,2,Other Armed Actor,,,,,,,
4/29/2013,Plateau,,Other Armed Actor,,,,,,,
12/17/2013,Plateau,5,Other Armed Actor,,,,,,,
1/25/2014,Plateau,0,Other Armed Actor,,,,,,,
2/3/2014,Plateau,30,Other Armed Actor,,,,,,,
2/17/2014,Plateau,5,Other Armed Actor,,,,,,,
2/18/2014,Plateau,7,Other Armed Actor,,,,,,,
2/27/2014,Plateau,2,Other Armed Actor,,,,,,,
2/27/2014,Plateau,1,Other Armed Actor,,,,,,,
3/22/2014,Plateau,8,Other Armed Actor,,,,,,,
3/24/2014,Plateau,1,Other Armed Actor,,,,,,,
5/27/2014,Plateau,4,Other Armed Actor,,,,,,,
5/28/2014,Plateau,4,Other Armed Actor,,,,,,,
6/9/2014,Plateau,1,Other Armed Actor,,,,,,,
7/6/2014,Plateau,0,Other Armed Actor,,,,,,,
7/14/2014,Plateau,5,Other Armed Actor,,,,,,,
7/16/2014,Plateau,0,Other Armed Actor,,,,,,,
8/17/2014,Plateau,2,Other Armed Actor,,,,,,,
9/6/2014,Plateau,6,Other Armed Actor,,,,,,,
10/6/2014,Plateau,2,Other Armed Actor,,,,,,,
10/15/2014,Plateau,1,Other Armed Actor,,,,,,,
11/11/2014,Plateau,1,Other Armed Actor,,,,,,,
2/17/2015,Plateau,3,Other Armed Actor,,,,,,,
5/17/2015,Plateau,1,Other Armed Actor,,,,,,,
5/28/2015,Plateau,0,Other Armed Actor,,,,,,,
6/6/2015,Plateau,1,Other Armed Actor,,,,,,,
6/17/2015,Plateau,1,Other Armed Actor,,,,,,,
7/26/2015,Plateau,3,Other Armed Actor,,,,,,,
8/4/2015,Plateau,0,Other Armed Actor,,,,,,,
8/11/2015,Plateau,0,Other Armed Actor,,,,,,,
10/9/2015,Plateau,5,Other Armed Actor,,,,,,,
7/27/2016,Plateau,1,Other Armed Actor,,,,,,,
10/12/2016,Plateau,0,Other Armed Actor,,,,,,,
10/17/2016,Plateau,3,Other Armed Actor,,,,,,,
1/22/2017,Plateau,,Other Armed Actor,,,,,,,
2/1/2017,Plateau,10,Other Armed Actor,,,,,,,
8/16/2017,Plateau,2,Other Armed Actor,,,,,,,
9/29/2017,Plateau,1,Other Armed Actor,,,,,,,
10/10/2017,Plateau,3,Other Armed Actor,,,,,,,
11/2/2017,Plateau,1,Other Armed Actor,,,,,,,
11/12/2017,Plateau,2,Other Armed Actor,,,,,,,
11/19/2017,Plateau,1,Other Armed Actor,,,,,,,
11/30/2017,Plateau,0,Other Armed Actor,,,,,,,
1/14/2018,Plateau,1,Other Armed Actor,,,,,,,
3/14/2018,Plateau,2,Other Armed Actor,,,,,,,
5/6/2018,Plateau,13,Other Armed Actor,,,,,,,
5/6/2018,Plateau,0,Other Armed Actor,,,,,,,
5/6/2018,Plateau,0,Other Armed Actor,,,,,,,
6/1/2018,Plateau,3,Other Armed Actor,,,,,,,
6/16/2018,Plateau,3,Other Armed Actor,,,,,,,
6/17/2018,Plateau,1,Other Armed Actor,,,,,,,
6/19/2018,Plateau,0,Other Armed Actor,,,,,,,
6/20/2018,Plateau,4,Other Armed Actor,,,,,,,
7/1/2018,Plateau,6,Other Armed Actor,,,,,,,
7/14/2018,Plateau,0,Other Armed Actor,,,,,,,
7/31/2018,Plateau,5,Other Armed Actor,,,,,,,
9/4/2018,Plateau,5,Other Armed Actor,,,,,,,
9/1/2018,Plateau,1,Other Armed Actor,,,,,,,
9/6/2018,Plateau,2,Other Armed Actor,,,,,,,
9/14/2018,Plateau,2,Other Armed Actor,,,,,,,
9/16/2018,Plateau,3,Other Armed Actor,,,,,,,
9/17/2018,Plateau,1,Other Armed Actor,,,,,,,
11/11/2018,Plateau,2,Other Armed Actor,,,,,,,
12/25/2018,Plateau,5,Other Armed Actor,,,,,,,
12/26/2018,Plateau,5,Other Armed Actor,,,,,,,
1/2/2019,Plateau,6,Other Armed Actor,,,,,,,
2/27/2019,Plateau,0,Other Armed Actor,,,,,,,
4/3/2019,Plateau,1,Other Armed Actor,,,,,,,
5/18/2019,Plateau,1,Other Armed Actor,,,,,,,
5/27/2019,Plateau,6,Other Armed Actor,,,,,,,
8/2/2019,Plateau,1,Other Armed Actor,,,,,,,
8/18/2019,Plateau,2,Other Armed Actor,,,,,,,
9/8/2019,Plateau,2,Other Armed Actor,,,,,,,
9/15/2019,Plateau,1,Other Armed Actor,,,,,,,
10/25/2019,Plateau,5,Other Armed Actor,,,,,,,
11/19/2019,Plateau,1,Other Armed Actor,,,,,,,
12/16/2019,Plateau,0,Other Armed Actor,,,,,,,
1/1/2020,Plateau,1,Other Armed Actor,,,,,,,
2/4/2020,Plateau,2,Other Armed Actor,,,,,,,
2/16/2020,Plateau,2,Other Armed Actor,,,,,,,
2/18/2020,Plateau,2,Other Armed Actor,,,,,,,
2/20/2020,Plateau,1,Other Armed Actor,,,,,,,
3/21/2020,Plateau,4,Other Armed Actor,,,,,,,
4/7/2020,Plateau,4,Other Armed Actor,,,,,,,
5/3/2020,Plateau,7,Other Armed Actor,,,,,,,
5/6/2020,Plateau,0,Other Armed Actor,,,,,,,
5/7/2020,Plateau,0,Other Armed Actor,,,,,,,
5/28/2020,Plateau,5,Other Armed Actor,,,,,,,
6/25/2020,Plateau,2,Other Armed Actor,,,,,,,
7/23/2020,Plateau,0,Other Armed Actor,,,,,,,
8/6/2020,Plateau,1,Other Armed Actor,,,,,,,
9/8/2020,Plateau,1,Other Armed Actor,,,,,,,
9/21/2020,Plateau,1,Other Armed Actor,,,,,,,
9/23/2020,Plateau,1,Other Armed Actor,,,,,,,
10/5/2020,Plateau,5,Other Armed Actor,,,,,,,
10/20/2020,Plateau,3,Other Armed Actor,,,,,,,
10/25/2020,Plateau,8,Other Armed Actor,,,,,,,
11/28/2020,Plateau,2,Other Armed Actor,,,,,,,
1/10/2021,Plateau,2,Other Armed Actor,,,,,,,
1/26/2021,Plateau,1,Other Armed Actor,,,,,,,
2/3/2021,Plateau,2,Other Armed Actor,,,,,,,
3/11/2021,Plateau,1,Other Armed Actor,,,,,,,
3/13/2021,Plateau,1,Other Armed Actor,,,,,,,
3/31/2021,Plateau,0,Other Armed Actor,,,,,,,
4/9/2021,Plateau,8,Other Armed Actor,,,,,,,
4/15/2021,Plateau,6,Other Armed Actor,,,,,,,
4/19/2021,Plateau,2,Other Armed Actor,,,,,,,
4/28/2021,Plateau,0,Other Armed Actor,,,,,,,
5/23/2021,Plateau,8,Other Armed Actor,,,,,,,
5/23/2021,Plateau,8,Other Armed Actor,,,,,,,
5/23/2021,Plateau,6,Other Armed Actor,,,,,,,
6/1/2021,Plateau,1,Other Armed Actor,,,,,,,
6/13/2021,Plateau,12,Other Armed Actor,,,,,,,
6/13/2021,Plateau,5,Other Armed Actor,,,,,,,
6/15/2021,Plateau,1,Other Armed Actor,,,,,,,
6/27/2021,Plateau,3,Other Armed Actor,,,,,,,
7/5/2021,Plateau,0,Other Armed Actor,,,,,,,
8/10/2021,Plateau,3,Other Armed Actor,,,,,,,
8/14/2021,Plateau,28,Other Armed Actor,,,,,,,
8/15/2021,Plateau,7,Other Armed Actor,,,,,,,
8/19/2021,Plateau,1,Other Armed Actor,,,,,,,
8/19/2021,Plateau,3,Other Armed Actor,,,,,,,
8/23/2021,Plateau,8,Other Armed Actor,,,,,,,
8/24/2021,Plateau,36,Other Armed Actor,,,,,,,
9/6/2021,Plateau,4,Other Armed Actor,,,,,,,
9/26/2021,Plateau,1,Other Armed Actor,,,,,,,
9/28/2021,Plateau,2,Other Armed Actor,,,,,,,
11/1/2021,Plateau,0,Other Armed Actor,,,,,,,
11/28/2021,Plateau,11,Other Armed Actor,,,,,,,
12/12/2021,Plateau,10,Other Armed Actor,,,,,,,
1/1/2022,Plateau,1,Other Armed Actor,,,,,,,
1/10/2022,Plateau,3,Other Armed Actor,,,,,,,
1/11/2022,Plateau,18,Other Armed Actor,,,,,,,
